id, duration, avgHeartRate, maxHeartRate, dateOfTraining, elevation, uphill, downhill, length_2d, length_3d, moving_time, stopped_time
Rider7, 10597, 112.69, 163, 2012-07-20 15:38:44, 2252.16, 1126.48, 1125.68, 50445.99, 50597.11, 10524.0, 73.0
Rider7, 6917, 109.0, 160, 2013-04-26 09:17:01, 1735.2, 866.0, 869.2, 31342.92, 31444.6, 6661.0, 256.0
Rider7, 9867, 104.54, 142, 2014-04-13 08:11:43, 2073.72, 1047.76, 1025.96, 33059.88, 33256.44, 9447.0, 420.0
Rider7, 7056, 125.82, 164, 2014-08-11 05:00:02, 1349.08, 674.74, 674.34, 52006.9, 52058.47, 7052.0, 4.0
Rider7, 11494, 102.16, 150, 2014-03-21 09:20:29, 2465.52, 1244.96, 1220.56, 43534.42, 43719.69, 11022.0, 472.0
Rider7, 11078, 114.43, 149, 2014-07-12 08:12:35, 2406.76, 1217.48, 1189.28, 42746.89, 42904.62, 8760.0, 2318.0
Rider7, 8501, 112.67, 164, 2014-08-30 08:34:52, 1905.8, 970.1, 935.7, 32558.01, 32705.11, 8219.0, 282.0
Rider7, 8636, 153.0, 153, 2014-08-03 07:53:50, 681.24, 340.72, 340.52, 60411.85, 60436.22, 8345.0, 291.0
Rider7, 11065, 111.73, 157, 2014-07-08 09:17:28, 2752.56, 1383.28, 1369.28, 39359.48, 39548.34, 10820.0, 245.0
Rider7, 6251, 107.64, 154, 2014-09-22 08:06:23, 374.16, 190.28, 183.88, 45101.44, 45118.11, 6076.0, 175.0
Rider7, 9577, 112.29, 160, 2014-07-03 13:39:54, 1893.4, 952.7, 940.7, 49708.9, 49806.61, 9257.0, 320.0
Rider7, 5757, 111.76, 150, 2013-06-04 14:43:31, 1015.6, 520.0, 495.6, 27480.69, 27543.45, 5705.0, 52.0
Rider7, 4401, 115.34, 152, 2013-09-20 14:36:05, 1010.64, 505.82, 504.82, 16921.49, 17003.58, 4305.0, 96.0
Rider7, 10439, 132.45, 170, 2013-06-25 09:16:34, 1504.96, 746.88, 758.08, 84923.18, 85206.45, 10366.0, 73.0
Rider7, 339058, 115.18, 160, 2014-10-10 13:05:20, 2485.8, 1261.5, 1224.3, 41038.77, 41296.73, 11536.0, 327522.0
Rider7, 10281, 123.5, 159, 2014-04-18 09:09:06, 497.64, 253.02, 244.62, 79405.83, 79423.8, 10143.0, 138.0
Rider7, 14239, 124.25, 168, 2014-02-26 09:23:50, 2122.92, 1064.36, 1058.56, 103303.84, 103429.4, 14021.0, 218.0
Rider7, 10582, 136.96, 165, 2014-03-06 09:35:35, 2937.44, 1467.92, 1469.52, 29030.43, 29370.83, 9875.0, 707.0
Rider7, 3580, 117.29, 157, 2014-06-11 08:35:50, 789.96, 360.18, 429.78, 18228.85, 18444.48, 3580.0, 0.0
Rider7, 8689, 117.03, 163, 2014-09-09 07:50:07, 2270.64, 1139.52, 1131.12, 38209.87, 38344.45, 8462.0, 227.0
Rider7, 3100, 108.78, 146, 2013-05-08 14:50:22, 571.16, 288.08, 283.08, 16225.95, 16256.22, 3073.0, 27.0
Rider7, 10545, 106.42, 155, 2014-07-22 10:34:23, 1989.84, 998.02, 991.82, 32709.58, 32890.43, 9479.0, 1066.0
Rider7, 11153, 122.82, 151, 2013-03-05 10:26:36, 843.8, 415.3, 428.5, 63862.33, 63890.24, 10941.0, 212.0
Rider7, 9512, 101.41, 146, 2014-06-16 07:47:38, 1949.2, 978.4, 970.8, 38172.13, 38287.37, 7866.0, 1646.0
Rider7, 6579, 117.53, 145, 2014-04-19 08:11:05, 595.8, 297.8, 298.0, 50949.26, 50967.66, 6387.0, 192.0
Rider7, 15371, 110.82, 153, 2013-02-27 10:38:24, 3765.36, 1890.18, 1875.18, 63820.36, 64092.72, 15112.0, 259.0
Rider7, 19266, 133.7, 172, 2013-02-17 10:00:52, 4032.0, 1996.6, 2035.4, 68745.11, 69066.2, 16302.0, 2964.0
Rider7, 6999, 115.51, 152, 2014-08-18 05:06:07, 1891.44, 992.32, 899.12, 45028.75, 45105.9, 6999.0, 0.0
Rider7, 9137, 113.32, 141, 2014-06-08 07:57:41, 810.32, 407.06, 403.26, 65411.61, 65440.65, 8522.0, 615.0
Rider7, 7508, 105.59, 142, 2014-10-04 12:59:24, 1717.96, 860.18, 857.78, 30481.98, 30641.16, 7333.0, 175.0
Rider7, 2646, 107.7, 139, 2014-07-09 12:50:57, 723.08, 354.04, 369.04, 12620.11, 12662.11, 2646.0, 0.0
Rider7, 9784, 117.68, 160, 2013-05-21 14:50:23, 2838.4, 1421.6, 1416.8, 40189.26, 40363.75, 9681.0, 103.0
Rider7, 4597, 147.97, 175, 2013-04-01 09:22:59, 950.96, 454.18, 496.78, 16125.79, 16213.11, 4581.0, 16.0
Rider7, 101258, 111.09, 148, 2014-10-03 08:51:20, 740.48, 397.24, 343.24, 58541.86, 58641.31, 8073.0, 93185.0
Rider7, 9009, 124.19, 157, 2013-04-18 13:58:32, 435.8, 217.4, 218.4, 75273.1, 75284.03, 8967.0, 42.0
Rider7, 10174, 137.45, 173, 2013-08-14 06:03:56, 2059.52, 1054.16, 1005.36, 41256.16, 41420.59, 9734.0, 440.0
