"";"Rider";"WeekOfYear";"mon_intensity";"mon_duration";"mon_hr";"tue_intensity";"tue_duration";"tue_hr";"wed_intensity";"wed_duration";"wed_hr";"thu_intensity";"thu_duration";"thu_hr";"fri_intensity";"fri_duration";"fri_hr";"sat_intensity";"sat_duration";"sat_hr";"sun_intensity";"sun_duration";"sun_hr";"weekIntensity";"weekDuration";"weekHearthrate";"weekOveral";"bestAtlethes"
"72";"Rider2";"33/2014";0;0;0;0;0;0;2;13534;119,75;0;0;0;0;0;0;2;11697;123,24;1;6605;105,9;0,357142857142857;4,2414068745004;1,14657070557692;5,74512043722017;"good"
"73";"Rider1";"33/2014";1;11856;105,09;0;0;0;2;12618;131,44;2;15340;128,87;1;7940;101,44;3;9960;156,63;1;3249;116,41;0,714285714285714;8,12190247801759;2,43149627000559;11,2676844623089;"good"
"74";"Rider4";"33/2014";1;11916;107,96;1;10945;111,16;1;9368;114,5;0;0;0;1;13465;113,66;3;5439;141,61;0;0;0;0,5;6,81228350652811;1,93529199119261;9,24757549772072;"good"
"75";"Rider7";"17/2014";0;0;0;1;9342;114,14;1;9100;116,71;1;140;85,49;0;0;0;2;19939;120,56;1;12705;113,64;0,428571428571429;6,82467359445777;1,8092609024286;9,0625059254578;"good"
"77";"Rider5";"17/2014";2;5122;127,44;0;0;0;0;0;0;2;8449;124,9;2;7197;121,62;0;0;0;2;14886;129,29;0,571428571428571;4,75006661337597;1,65384994577541;6,97534513057995;"good"
"78";"Rider2";"17/2014";2;11893;130,24;0;0;0;1;6795;117,11;1;5218;104,28;0;0;0;1;12338;80,99;1;3421;100,27;0,428571428571429;5,28443911537437;1,75125702454895;7,46426756849475;"good"
"79";"Rider1";"17/2014";2;7060;139,7;2;18804;139,06;0;0;0;2;11346;130,14;2;10951;129,3;0;0;0;2;8600;136,05;0,714285714285714;7,56208366640021;2,21581386177659;10,4921832424625;"good"
"80";"Rider4";"17/2014";0;0;0;1;4549;106,17;2;15790;136,66;1;26755;109,96;0;0;0;1;4140;111,3;0;0;0;0,357142857142857;6,82573940847322;1,52515692267245;8,70803918828853;"good"
"81";"Rider7";"34/2014";1;6999;115,51;1;7180;110,21;0;0;0;1;6142;113,7;1;8590;116,04;0;0;0;1;5260;111,31;0,357142857142857;4,55249134026112;1,86259817936837;6,77223237677235;"good"
"82";"Rider6";"34/2014";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3390;158,41;2;25827;119,7;0,357142857142857;3,89248601119105;0,913963653094088;5,16359252142799;"good"
"86";"Rider1";"34/2014";1;5693;107,74;0;0;0;2;7597;126,51;2;4463;128,16;1;2992;109,23;1;6323;114,18;2;8994;140,17;0,642857142857143;4,80442312816414;2,38584902560058;7,83312929662186;"good"
"87";"Rider4";"34/2014";2;12530;121,74;2;13452;130,64;1;11296;117,55;2;15008;128,58;1;3484;88,33;1;5652;115,38;0;0;0;0,642857142857143;8,18305355715428;2,30773275493772;11,1336434549491;"good"
"88";"Rider7";"15/2013";0;0;0;2;9162;118,11;1;8229;117,61;2;8453;127,75;0;0;0;2;13407;122,26;1;11153;113,42;0,571428571428571;6,71516120436984;1,96900982615268;9,25559960195109;"good"
"92";"Rider1";"15/2013";0;0;0;0;0;0;0;0;0;2;6494;125,6;0;0;0;2;11945;138,62;2;26243;122,84;0,428571428571429;5,95283772981615;1,27201025337671;7,65341941176429;"good"
"94";"Rider7";"24/2014";2;5138;120,3;0;0;0;2;6063;119,07;2;8910;133,62;1;11299;113,29;0;0;0;0;0;0;0,5;4,18465227817746;1,598080778205;6,28273305638246;"good"
"97";"Rider5";"24/2014";0;0;0;2;3631;125,36;0;0;0;3;16372;151,22;3;4962;161,02;0;0;0;3;12106;142,58;0,785714285714286;4,93884892086331;1,90666798120214;7,63123118777974;"good"
"98";"Rider2";"24/2014";0;0;0;0;0;0;2;6495;119,78;0;0;0;1;4061;112,69;2;8379;129,67;2;9419;139,3;0,5;3,77751132427391;1,64790167274639;5,92541299702031;"good"
"99";"Rider1";"24/2014";0;0;0;2;9364;137,46;2;6654;124,84;2;8233;123,44;2;5807;132,43;3;1435;176,25;1;3168;105,47;0,857142857142857;4,6177724487077;2,62870945479641;8,10362476064697;"good"
"100";"Rider4";"24/2014";2;14839;129,3;3;15206;144,69;2;12960;137,32;2;8789;123,57;0;0;0;0;0;0;1;37712;102,01;0,714285714285714;11,9245936584066;2,09303624831575;14,7319156210081;"good"
"101";"Rider7";"18/2013";2;5711;121,08;0;0;0;2;8252;118,54;1;3784;92,57;1;11791;109,45;1;5807;91,32;2;17788;134,62;0,642857142857143;7,07873701039169;2,19389398271386;9,91548813596269;"good"
"104";"Rider2";"18/2013";0;0;0;0;0;0;1;8217;109,16;2;10702;121,45;2;8195;119,05;2;11202;129,02;1;4161;104,36;0,571428571428571;5,65907274180656;1,91606690985573;8,14656822309086;"good"
"106";"Rider4";"18/2013";1;13864;117,68;2;11302;137,81;2;16319;125,37;2;11964;128,16;1;18160;105,55;0;0;0;0;0;0;0,571428571428571;9,5402344790834;2,01968516875349;12,1313482192655;"good"
"107";"Rider7";"14/2014";1;5009;108,1;1;9882;116,03;1;6185;106,15;0;0;0;1;4741;107,88;1;9985;114,32;3;4545;147,1;0,571428571428571;5,37529976019185;2,29905682079595;8,24578515241637;"good"
"110";"Rider2";"14/2014";0;0;0;0;0;0;2;9041;127,16;2;6999;121,28;0;0;0;2;8387;123,81;1;6696;105,01;0,5;4,14641620037303;1,56843800322061;6,21485420359365;"good"
"111";"Rider1";"14/2014";0;0;0;1;6748;106,68;2;17039;139,29;2;13010;135,22;2;1983;131,19;1;2976;94,3;3;15215;147,97;0,785714285714286;7,59006128430589;2,48003549245785;10,855811062478;"good"
"112";"Rider4";"14/2014";1;17535;115,23;2;3257;134,08;2;10941;126,68;2;18223;130,12;3;4499;148,67;0;0;0;2;1488;119,32;0,857142857142857;7,45310418332001;2,54395477997962;10,8542018204425;"good"
"113";"Rider7";"20/2014";0;0;0;1;6329;111,64;1;8470;116,14;1;11102;109,44;1;4988;110,57;2;9326;119,52;2;12717;118,13;0,571428571428571;7,0519584332534;2,25258799171843;9,87597499640039;"good"
"118";"Rider1";"20/2014";0;0;0;2;11490;136,63;2;12168;133,08;2;10921;140,28;0;0;0;3;4929;144,06;3;4570;155,66;0,857142857142857;5,87236877164935;2,33234743172631;9,06185906051852;"good"
"119";"Rider4";"20/2014";1;19548;112,08;1;6861;93,94;2;11628;120,83;0;0;0;0;0;0;0;0;0;2;19589;128,14;0,428571428571429;7,67732480682121;1,49525124059286;9,60114747598549;"good"
"120";"Rider7";"40/2014";1;7683;116,19;2;9848;124,19;1;4663;111,19;0;0;0;1;101258;111,09;1;7508;105,59;1;13912;111,21;0,5;19,300826005862;2,23293568635184;22,0337616922138;"good"
"123";"Rider1";"40/2014";1;7252;110,79;3;22408;155,64;2;4409;124,6;2;5083;129,29;2;7555;140,29;1;2675;97,36;2;18975;121,91;0,928571428571429;9,10698108180123;2,89158368661474;12,9271361969874;"good"
"133";"Rider4";"29/2012";0;0;0;2;12839;128,48;1;2673;111,72;1;9860;116,57;1;8546;111,63;0;0;0;0;0;0;0,357142857142857;4,51878497202238;1,53932104242663;6,41524887159187;"good"
"134";"Rider7";"17/2013";0;0;0;1;8259;115,14;0;0;0;1;11505;100,42;1;6917;109;2;8845;118,2;1;12808;117,56;0,428571428571429;6,43938182787104;1,84140129481744;8,70935455125991;"good"
"138";"Rider1";"17/2013";0;0;0;2;8209;123;3;15909;163,46;0;0;0;2;5814;121,21;1;8528;72,57;0;0;0;0,571428571428571;5,12390087929656;1,57823129251701;7,27356074324214;"good"
"139";"Rider4";"17/2013";0;0;0;2;8530;137,4;2;10151;138,27;2;10413;122,66;0;0;0;3;5048;143,25;0;0;0;0,642857142857143;4,5486277644551;1,77981530776562;6,97130021507787;"good"
"140";"Rider7";"15/2014";2;4850;118,28;1;9727;115,51;1;9047;115,19;1;8747;113,93;2;7471;119,38;1;13118;106,9;1;9867;104,54;0,642857142857143;8,37023714361844;2,60846560846561;11,6215598949412;"good"
"143";"Rider2";"15/2014";0;0;0;2;6311;123,22;0;0;0;1;6615;115,9;0;0;0;2;7994;138,52;1;7149;109,75;0,428571428571429;3,73954169997335;1,60172861415097;5,76984174269576;"good"
"144";"Rider1";"15/2014";1;11710;114,04;2;13116;139,37;2;12431;127,92;2;7803;132,68;2;3469;126,96;3;3938;142,41;3;12141;150,07;1,07142857142857;8,60751398880895;3,06763285024155;12,7465754104791;"good"
"145";"Rider4";"15/2014";1;14340;117,05;0;0;0;2;2340;127,99;0;0;0;1;27135;109,11;1;13415;97,76;0;0;0;0,357142857142857;7,62456701305622;1,48512931742745;9,46683918762653;"good"
"146";"Rider7";"12/2014";1;5794;116,22;0;0;0;1;6850;109,92;1;13051;104,49;1;11494;102,16;1;10321;110,52;0;0;0;0,357142857142857;6,32960298427924;1,78550067369943;8,47224651512153;"good"
"148";"Rider5";"12/2014";0;0;0;2;5371;140,03;3;7112;145,82;2;4751;134;0;0;0;2;9860;137,9;0;0;0;0,642857142857143;3,60964561683986;1,83295540438398;6,08545816408098;"good"
"149";"Rider2";"12/2014";0;0;0;2;7756;125,28;0;0;0;2;8781;130,32;0;0;0;2;6894;123,72;2;6501;123,57;0,571428571428571;3,98774313882228;1,65266686384699;6,21183857409783;"good"
"150";"Rider1";"12/2014";0;0;0;2;9460;137,71;2;16463;138,26;2;5280;131,13;0;0;0;2;12948;137,69;2;12570;129,97;0,714285714285714;7,55675459632294;2,21748989450853;10,4885302051172;"good"
"151";"Rider4";"12/2014";0;0;0;0;0;0;1;14444;112,94;2;20994;133,32;1;21605;111,99;2;21328;131,97;2;16511;123,39;0,571428571428571;12,6408206767919;2,01653028361103;15,2287795318315;"good"
"152";"Rider7";"28/2014";1;6342;103,2;1;11065;111,73;1;2646;107,7;0;0;0;1;9060;115,56;1;11078;114,43;1;6700;105,58;0,428571428571429;6,24713562483347;2,16306812580105;8,83877517920594;"good"
"156";"Rider1";"28/2014";0;0;0;0;0;0;2;8405;131,71;2;9354;125,15;2;13943;133,09;0;0;0;2;8775;136,89;0,571428571428571;5,39261923794298;1,73137467547405;7,6954224848456;"good"
"157";"Rider4";"28/2014";1;8426;93;2;11947;131,31;1;12116;113,59;0;0;0;2;2952;120,82;0;0;0;0;0;0;0,428571428571429;4,7216893152145;1,5075092839068;6,65777002769272;"good"
"158";"Rider7";"39/2014";1;6251;107,64;1;88971;114,18;1;8470;114,7;0;0;0;0;0;0;1;170707;116,48;0;0;0;0,285714285714286;36,5572875033307;1,48871142659963;38,3317132156446;"good"
"162";"Rider2";"39/2014";0;0;0;1;7547;114,76;2;6499;122,57;0;0;0;3;8017;147,75;2;14312;137,04;3;15463;144,41;0,785714285714286;6,90620836664002;2,19044332708929;9,8823659794436;"good"
"163";"Rider1";"39/2014";1;32086;110,63;2;7968;135,27;2;16476;136,51;0;0;0;1;16543;110,91;2;7413;124,74;2;30447;126,45;0,714285714285714;14,779243272049;2,44671201814059;17,9402410044753;"good"
"164";"Rider7";"27/2014";0;0;0;1;9769;115,06;1;5505;100,73;1;9577;112,29;1;21275;112,74;1;6526;104,41;1;9427;105,43;0,428571428571429;8,27058353317346;2,13828913207795;10,8374440938228;"good"
"167";"Rider2";"27/2014";0;0;0;0;0;0;1;6727;112,01;1;5514;97,22;0;0;0;1;12835;112,1;1;6229;91,66;0,285714285714286;4,17066346922462;1,35722501561011;5,81360277054901;"good"
"168";"Rider1";"27/2014";1;4693;110,44;1;3858;114,72;2;7196;127,6;2;18819;132,05;0;0;0;2;7189;133,18;3;13081;156,91;0,785714285714286;7,30562216893152;2,54658385093168;10,6379203055775;"good"
"169";"Rider4";"27/2014";1;10176;101,8;1;7553;108,31;2;9925;127,14;2;13571;132,29;1;5980;99,6;2;26628;121,32;1;16803;113,15;0,714285714285714;12,0751398880895;2,64093463472345;15,4303602370987;"good"
"173";"Rider2";"23/2013";0;0;0;1;5793;111,6;1;6096;114,69;0;0;0;1;2405;111,7;1;4509;113,78;3;7810;146,23;0,5;3,54556354916067;1,96523053665911;6,01079408581978;"good"
"180";"Rider7";"41/2014";0;0;0;1;7238;114,59;1;74044;106,93;1;7358;110,74;1;339058;115,18;0;0;0;0;0;0;0,285714285714286;56,9808153477218;1,47043938348286;58,736969016919;"good"
"184";"Rider1";"41/2014";0;0;0;3;8002;143,78;0;0;0;2;2378;134,58;2;17978;122,79;0;0;0;0;0;0;0,5;3,77804423128164;1,31831476551973;5,59635899680138;"good"
"185";"Rider7";"16/2014";0;0;0;0;0;0;2;8496;127,81;1;9534;111,91;2;10281;123,5;1;6579;117,53;0;0;0;0,428571428571429;4,64828137490008;1,57990732524894;6,65676012872045;"good"
"189";"Rider1";"16/2014";2;5629;118,67;0;0;0;0;0;0;3;10397;142,66;2;3787;120,52;2;17792;138,16;0;0;0;0,642857142857143;5,00999200639488;1,70892898222091;7,36177813147293;"good"
"190";"Rider4";"16/2014";1;15593;102,91;2;19649;129,29;2;10777;126,53;2;9856;140,24;1;9802;97,53;2;15648;131,81;0;0;0;0,714285714285714;10,8346656008527;2,39347333136153;13,9424246464999;"good"
"191";"Rider7";"9/2014";0;0;0;0;0;0;2;14239;124,25;2;16872;122,07;0;0;0;1;8345;115,03;2;9707;119,74;0,5;6,54982680522249;1,58102468040356;8,63085148562605;"good"
"194";"Rider2";"9/2014";2;7328;137,01;2;7526;127,51;2;7640;122,26;0;0;0;0;0;0;2;9491;119,24;0;0;0;0,571428571428571;4,26125766053824;1,66295310394689;6,4956393359137;"good"
"195";"Rider4";"9/2014";2;12639;137,75;0;0;0;2;9460;121,32;0;0;0;1;14074;107,35;1;11933;112,76;1;7900;111,7;0,5;7,46149746869171;1,94183180518584;9,90332927387756;"good"
"196";"Rider7";"10/2014";0;0;0;0;0;0;0;0;0;2;10582;136,96;1;11828;115,65;1;9255;112,9;2;6297;120,9;0,428571428571429;5,05755395683453;1,59850800223471;7,08463338764067;"good"
"198";"Rider5";"10/2014";0;0;0;0;0;0;0;0;0;2;5668;127,13;1;24182;110,37;0;0;0;2;12361;129,12;0,357142857142857;5,6236344257927;1,20483749055178;7,18561477348733;"good"
"199";"Rider2";"10/2014";0;0;0;0;0;0;2;6034;123,18;2;6217;128,42;0;0;0;2;11906;131,63;1;4909;108,92;0,5;3,87236877164935;1,61737158631569;5,98974035796503;"good"
"200";"Rider1";"10/2014";0;0;0;0;0;0;0;0;0;0;0;0;2;14851;134,42;1;30278;114,38;0;0;0;0,214285714285714;6,01239008792966;0,817641066088271;7,04431686830364;"good"
"201";"Rider4";"10/2014";1;13601;103,53;2;6806;136,42;2;11774;122,45;3;23955;142,24;0;0;0;2;20092;131,94;2;15362;135,48;0,857142857142857;12,2022382094325;2,53725064905189;15,5966317156272;"good"
"202";"Rider7";"37/2014";1;5318;112,92;1;8689;117,03;2;4235;120,63;0;0;0;1;5652;110,45;0;0;0;2;11686;122,39;0,5;4,74020783373301;1,91731571855795;7,15752355229097;"good"
"207";"Rider1";"37/2014";1;2701;108,22;2;27179;126,87;0;0;0;2;4345;133,86;2;10725;125,74;2;4859;120,05;2;10431;139,61;0,785714285714286;8,0255795363709;2,47904959085083;11,290343412936;"good"
"208";"Rider4";"37/2014";1;12269;102,67;2;13827;129,48;1;11553;108,99;2;11738;122,54;1;5906;93,92;1;15281;115,09;0;0;0;0,571428571428571;9,402344790834;2,21068717342009;12,1844605356827;"good"
"211";"Rider2";"19/2013";0;0;0;2;4006;121,68;1;6169;112,11;1;3569;101,62;3;9752;154,68;2;85664;133,69;1;1134;102,18;0,714285714285714;14,6941113775646;2,38575043543988;17,7941475272902;"good"
"212";"Rider7";"30/2014";0;0;0;1;10545;106,42;1;8387;113,07;1;5138;108,76;1;4884;104,71;2;5803;136,82;0;0;0;0,428571428571429;4,63056221689315;1,87249005882546;6,93162370429004;"good"
"213";"Rider6";"30/2014";0;0;0;0;0;0;1;11989;117,54;0;0;0;2;3024;136,94;3;10780;155,27;0;0;0;0,428571428571429;3,43631761257661;1,3465772782543;5,21146631940233;"good"
"215";"Rider5";"30/2014";0;0;0;1;2549;117,6;1;7043;114,37;0;0;0;0;0;0;2;3865;135,31;3;8797;146,51;0,5;2,96482813749001;1,6884879555687;5,15331609305871;"good"
"217";"Rider1";"30/2014";2;7445;137,99;1;23789;114,62;2;17335;132,21;1;1088;112,25;1;5827;115,16;2;11066;138,7;2;13309;135,61;0,785714285714286;10,6393551825207;2,91347070229058;14,3385401705255;"good"
"218";"Rider4";"30/2014";0;0;0;3;7982;143,51;3;14954;151,63;2;16031;123,24;0;0;0;0;0;0;0;0;0;0,571428571428571;5,19144684252598;1,37493838114956;7,13781379510411;"good"
"219";"Rider7";"10/2013";2;68696;118;2;11153;122,82;0;0;0;0;0;0;2;9070;128,51;0;0;0;0;0;0;0,428571428571429;11,8463895550227;1,21374346840185;13,4887044519959;"good"
"223";"Rider1";"10/2013";0;0;0;3;12291;147,29;0;0;0;0;0;0;0;0;0;3;26533;160,54;0;0;0;0,428571428571429;5,17239541699973;1,01163363896283;6,61260048453399;"good"
"224";"Rider4";"10/2013";0;0;0;0;0;0;0;0;0;2;8757;135,66;2;12181;129,87;2;9623;136,4;1;746;107,57;0,5;4,17092992272848;1,67438956258832;6,3453194853168;"good"
"225";"Rider7";"25/2014";1;9512;101,41;1;7426;110,71;1;9681;114,37;2;11425;122,42;2;10331;119,17;1;11486;116,16;1;12071;112,2;0,642857142857143;9,58326671995737;2,61737158631569;12,8434954491302;"good"
"229";"Rider1";"25/2014";0;0;0;0;0;0;2;19802;125,79;2;11883;122,37;2;4042;118,88;3;1559;164,92;0;0;0;0,642857142857143;4,96749267252864;1,74820072956719;7,35855054495298;"good"
"230";"Rider4";"25/2014";2;12874;126,35;1;11718;117,51;2;11232;126,93;0;0;0;0;0;0;0;0;0;2;20711;118,92;0,5;7,53197442046363;1,60935291991193;9,64132734037556;"good"
"231";"Rider7";"9/2013";0;0;0;1;14869;111,81;1;15371;110,82;0;0;0;1;14576;108,02;0;0;0;0;0;0;0,214285714285714;5,97069011457501;1,08662788787012;7,27160371673085;"good"
"232";"Rider5";"9/2013";0;0;0;2;6991;128,54;2;10155;120,24;2;5398;128,1;1;5733;102,73;0;0;0;0;0;0;0,5;3,76725286437517;1,57616089914227;5,84341376351743;"good"
"234";"Rider1";"9/2013";0;0;0;0;0;0;0;0;0;3;15975;158,93;0;0;0;3;18949;146,28;2;17326;137,8;0,571428571428571;6,96109778843592;1,45588090308587;8,98840726295036;"good"
"237";"Rider5";"7/2013";0;0;0;0;0;0;2;8477;127,49;1;10088;117,47;0;0;0;0;0;0;2;15441;132,96;0,357142857142857;4,53050892619238;1,24197311774952;6,12962490108475;"good"
"239";"Rider1";"7/2013";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;16057;132,16;3;13969;164,52;0,357142857142857;4,00026645350386;0,974990962568602;5,33240027321532;"good"
"241";"Rider7";"23/2014";1;5081;102,49;0;0;0;1;5761;112,23;1;6695;112,06;2;5602;118,77;0;0;0;1;9137;113,32;0,428571428571429;4,30002664535039;1,83663610371685;6,56523417763866;"good"
"244";"Rider1";"23/2014";0;0;0;2;6036;135,54;2;13205;134,02;2;4896;119,33;3;1451;179,89;0;0;0;3;14688;154,71;0,857142857142857;5,36584066080469;2,37763317887541;8,60061669682296;"good"
"245";"Rider4";"23/2014";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;12265;131,53;2;17991;137,36;0,285714285714286;4,03090860644817;0,883663610371685;5,20028650253415;"good"
"246";"Rider7";"14/2013";3;4597;147,97;0;0;0;0;0;0;2;8677;120,39;0;0;0;2;9920;124,52;1;7709;105,8;0,571428571428571;4,11710631494804;1,63883137796181;6,32736626433843;"good"
"248";"Rider2";"14/2013";3;9784;148,93;0;0;0;0;0;0;2;6342;124,7;0;0;0;2;6734;129,86;2;8280;129,11;0,642857142857143;4,14868105515588;1,75030398632883;6,54184218434185;"good"
"249";"Rider4";"14/2013";0;0;0;0;0;0;0;0;0;2;13583;124,99;2;2768;124,43;1;4422;114,25;2;14533;123,25;0,5;4,7037037037037;1,60018403496664;6,80388773867035;"good"
"250";"Rider7";"16/2013";0;0;0;2;9385;123,09;1;8072;105,51;2;9009;124,19;0;0;0;1;9595;115,25;2;13206;122,14;0,571428571428571;6,5636823874234;1,9395313681028;9,07464232695476;"good"
"253";"Rider2";"16/2013";0;0;0;2;6350;118,11;0;0;0;1;7810;116,38;0;0;0;2;4918;124,62;2;8551;135,61;0,5;3,68092192912337;1,62581747674915;5,80673940587252;"good"
"254";"Rider1";"16/2013";1;14078;104,54;0;0;0;3;15751;144,54;0;0;0;2;7051;135,62;3;4170;142,12;3;12711;151,97;0,857142857142857;7,16240341060485;2,23073383942949;10,2502801071772;"good"
"255";"Rider4";"16/2013";0;0;0;0;0;0;1;9448;80,03;2;14599;140,73;1;10107;109,57;0;0;0;0;0;0;0,285714285714286;4,55022648547828;1,0855762594893;5,92151703068187;"good"
"256";"Rider7";"33/2013";2;172901;128,93;0;0;0;2;10174;137,45;0;0;0;0;0;0;2;8847;128,87;0;0;0;0,428571428571429;25,5691446842526;1,29892536724835;27,2966414800724;"good"
"261";"Rider4";"40/2013";0;0;0;2;4983;137,9;2;5936;119,52;0;0;0;2;3011;129,25;2;13845;123,24;0;0;0;0,571428571428571;3,70037303490541;1,67573696145125;5,94753856778523;"good"
"265";"Rider2";"28/2013";1;5794;85,14;1;9522;97,39;2;6811;122,24;2;6523;128,03;0;0;0;1;8636;110,5;1;11540;117,56;0,571428571428571;6,50492938982148;2,17180978671662;9,24816774796667;"good"
"266";"Rider4";"28/2013";2;14976;138,52;3;18574;145,4;2;17492;132,91;0;0;0;2;2467;120,46;0;0;0;0;0;0;0,642857142857143;7,12883026911804;1,76571691478524;9,53740432676042;"good"
"270";"Rider1";"11/2013";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;22266;160,33;2;9403;133,77;0,357142857142857;4,21915800692779;0,966512208748234;5,54281307281888;"good"
"271";"Rider4";"11/2013";1;8703;106,06;1;3377;113,83;0;0;0;0;0;0;1;6651;113,45;2;21812;134,2;2;11543;125,55;0,5;6,9392486011191;1,94909461369089;9,38834321480999;"good"
"272";"Rider7";"42/2014";0;0;0;0;0;0;1;9673;114,22;1;11560;104,26;1;4698;115,06;1;9776;112,92;0;0;0;0,285714285714286;4,75712763122835;1,4672187715666;6,51006068850923;"good"
"273";"Rider5";"42/2014";0;0;0;2;5449;124,87;2;5568;128,38;1;7933;114,51;2;5472;128,97;3;5474;149,98;0;0;0;0,714285714285714;3,98294697575273;2,12530809425219;6,82254078429064;"good"
"275";"Rider7";"1/2013";0;0;0;0;0;0;0;0;0;2;7065;125,62;2;4837;126,37;2;6671;129,46;2;8942;128,53;0,571428571428571;3,66573407940314;1,67596700515955;5,91312965599127;"good"
"283";"Rider2";"4/2014";2;5402;134,91;2;7051;137,02;0;0;0;2;3741;134,56;0;0;0;0;0;0;2;27301;137,16;0,571428571428571;5,79469757527311;1,78661802885405;8,15274417555574;"good"
"284";"Rider4";"4/2014";1;16789;114,26;2;12608;128,96;2;20069;127,54;1;5870;115,96;2;4603;120,1;0;0;0;0;0;0;0,571428571428571;7,98547828403944;1,99421604390549;10,5511228993735;"good"
"291";"Rider7";"20/2013";2;6662;123,79;1;7525;114,1;2;6881;125,03;0;0;0;0;0;0;1;5838;113,92;2;12606;131,55;0,571428571428571;5,2640554223288;1,99937559564889;7,83485958940626;"good"
"296";"Rider7";"36/2014";1;5493;111,34;0;0;0;1;9685;115,86;1;9286;117,72;1;6593;100,64;0;0;0;2;12240;121,67;0,428571428571429;5,76831867839062;1,8641098951658;8,06100000212785;"good"
"301";"Rider1";"36/2014";1;9334;109,05;0;0;0;2;9887;132,62;0;0;0;2;8340;128,7;2;1947;121,32;0;0;0;0,5;3,9312549960032;1,61585987051826;6,04711486652145;"good"
"302";"Rider4";"36/2014";2;3472;134,77;2;1446;121,55;2;11946;118,34;1;8071;109,62;1;12351;102,53;1;6110;95,48;2;17411;139,87;0,785714285714286;8,10111910471623;2,70189621742417;11,5887296078547;"good"
"310";"Rider2";"35/2013";0;0;0;0;0;0;1;5519;116,9;2;8068;121,79;0;0;0;0;0;0;2;14086;119,56;0,357142857142857;3,68678390620837;1,17733083571593;5,22125759906715;"good"
"311";"Rider1";"35/2013";0;0;0;1;18353;114,59;0;0;0;1;14464;78,64;0;0;0;0;0;0;3;16282;154,84;0,357142857142857;6,54130029309886;1,14387590785106;8,04231905809278;"good"
"312";"Rider4";"35/2013";0;0;0;2;9274;128,76;3;4046;147,78;2;7690;124,59;3;4955;142,82;2;46229;118,55;3;9492;167,25;1,07142857142857;10,8827604583;2,72683952808176;14,6810285578104;"good"
"313";"Rider7";"18/2014";0;0;0;0;0;0;2;13077;123,58;1;11297;112,9;1;9471;113,75;0;0;0;1;13741;111,66;0,357142857142857;6,33972821742606;1,51792697755431;8,21479805212322;"good"
"315";"Rider5";"18/2014";0;0;0;0;0;0;2;4667;130,72;2;8198;126,45;2;7345;126,59;0;0;0;1;5675;109,25;0,5;3,44857447375433;1,62019783758914;5,56877231134347;"good"
"316";"Rider2";"18/2014";1;12451;86,05;1;16578;96,8;0;0;0;0;0;0;1;9251;105,74;2;6121;134,69;2;3461;119,43;0,5;6,37649880095923;1,78352887048539;8,66002767144463;"good"
"317";"Rider1";"18/2014";3;11584;141,97;0;0;0;3;14290;144,39;0;0;0;2;14710;134,62;0;0;0;3;4528;157,13;0,785714285714286;6,01012523314682;1,89986526011371;8,69570477897481;"good"
"318";"Rider4";"18/2014";1;4635;92,89;0;0;0;1;8560;105,02;2;20971;118,65;2;13112;127,78;0;0;0;2;19516;125,79;0,571428571428571;8,89874766853184;1,87364027736699;11,3438165173274;"good"
"319";"Rider7";"32/2014";0;0;0;2;9491;118,63;1;8582;110,58;2;7566;118,87;1;6967;107,18;1;1121;66,89;0;0;0;0,5;4,49333866240341;1,71596174701765;6,70930040942106;"good"
"323";"Rider2";"32/2014";0;0;0;0;0;0;1;6760;109,03;1;22984;113;1;9899;103,21;1;2197;103,88;2;17338;136,02;0,428571428571429;7,88409272581934;1,85724144730356;10,1699056016943;"good"
"324";"Rider1";"32/2014";0;0;0;2;11191;131,48;2;12740;126,45;2;6529;129,87;3;7553;157,17;3;7238;153,97;1;576;82,52;0,928571428571429;6,10538236077804;2,56814223273851;9,60209602208798;"good"
"325";"Rider4";"32/2014";1;8490;98,46;2;12931;139,86;1;17688;107,81;2;18216;134,17;1;9330;98,53;1;11877;95,02;0;0;0;0,571428571428571;10,4625632827072;2,21449932630057;13,2484911804363;"good"
"327";"Rider5";"46/2013";0;0;0;3;4588;144,55;3;4783;142,69;0;0;0;0;0;0;3;3180;178,11;2;7139;132,66;0,785714285714286;2,6232347455369;1,96526340004601;5,3742124312972;"good"
"329";"Rider4";"46/2013";3;5996;141,94;2;8488;122,19;3;2642;148,15;1;8357;116,36;2;3916;137,01;1;15790;117,38;1;16195;110,5;0,928571428571429;8,17799094058087;2,93644220973414;12,0430045788864;"good"
"330";"Rider7";"32/2012";0;0;0;1;5836;111,8;2;9371;123,04;0;0;0;2;6699;119,77;1;1061;102,44;3;6645;152,69;0,642857142857143;3,9451105782041;2,00381215288048;6,59177987394172;"good"
"333";"Rider4";"32/2012";0;0;0;2;18166;123,53;2;14562;127;1;15329;109,12;2;17085;126,24;0;0;0;0;0;0;0,5;8,67865707434053;1,59679910611588;10,7754561804564;"good"
"334";"Rider7";"21/2014";1;3725;101,65;1;2036;103,79;1;6850;105,99;2;11312;119,73;2;6185;127,13;2;13550;118,13;1;9086;100,77;0,714285714285714;7,02691180389022;2,55410956653193;10,2953070847079;"good"
