"avgHeartRate";"intensity";"Rider_id";"duration";"dateOfTraining";"id";"cluster"
127.3;2.0;"Rider7";6550.0;7/21/13 8:02 AM;1.0;"cluster_0"
108.3;1.0;"Rider7";4270.0;5/26/14 6:28 AM;2.0;"cluster_2"
117.32;1.0;"Rider7";8020.0;5/22/13 2:20 PM;3.0;"cluster_2"
120.85;2.0;"Rider7";6756.0;7/26/12 2:35 PM;4.0;"cluster_0"
118.79;2.0;"Rider7";5950.0;5/26/13 8:20 AM;5.0;"cluster_0"
127.38;2.0;"Rider7";8979.0;2/14/14 11:23 AM;6.0;"cluster_0"
115.7;1.0;"Rider7";11326.0;5/10/14 8:22 AM;7.0;"cluster_2"
111.79;1.0;"Rider7";10649.0;7/29/14 7:59 AM;8.0;"cluster_2"
116.78;1.0;"Rider7";12173.0;8/31/14 9:02 AM;9.0;"cluster_2"
123.65;2.0;"Rider7";10739.0;2/23/14 10:06 AM;10.0;"cluster_0"
108.32;1.0;"Rider7";4706.0;6/25/14 2:34 PM;11.0;"cluster_2"
114.98;1.0;"Rider7";5967.0;3/12/14 10:01 AM;12.0;"cluster_2"
114.11;1.0;"Rider7";7171.0;9/19/13 2:13 PM;13.0;"cluster_2"
120.73;2.0;"Rider7";7707.0;8/17/14 5:05 AM;14.0;"cluster_0"
120.56;2.0;"Rider7";19939.0;4/26/14 9:13 AM;15.0;"cluster_0"
113.7;1.0;"Rider7";6142.0;8/21/14 9:37 AM;16.0;"cluster_2"
122.26;2.0;"Rider7";13407.0;4/13/13 8:12 AM;17.0;"cluster_0"
133.62;2.0;"Rider7";8910.0;6/12/14 7:45 AM;18.0;"cluster_0"
109.45;1.0;"Rider7";11791.0;5/3/13 10:43 AM;19.0;"cluster_2"
147.1;3.0;"Rider7";4545.0;4/6/14 9:00 AM;20.0;"cluster_1"
111.64;1.0;"Rider7";6329.0;5/13/14 2:44 PM;21.0;"cluster_2"
118.13;2.0;"Rider7";12717.0;5/18/14 8:00 AM;22.0;"cluster_0"
116.71;1.0;"Rider7";9100.0;4/23/14 9:47 AM;23.0;"cluster_2"
111.19;1.0;"Rider7";4663.0;10/1/14 8:45 AM;24.0;"cluster_2"
83.08;1.0;"Rider7";244.0;3/22/13 2:56 PM;25.0;"cluster_2"
112.69;1.0;"Rider7";10597.0;7/20/12 3:38 PM;26.0;"cluster_2"
109.0;1.0;"Rider7";6917.0;4/26/13 9:17 AM;27.0;"cluster_2"
104.54;1.0;"Rider7";9867.0;4/13/14 8:11 AM;28.0;"cluster_2"
125.82;2.0;"Rider7";7056.0;8/11/14 5:00 AM;29.0;"cluster_0"
102.16;1.0;"Rider7";11494.0;3/21/14 9:20 AM;30.0;"cluster_2"
114.43;1.0;"Rider7";11078.0;7/12/14 8:12 AM;31.0;"cluster_2"
112.67;1.0;"Rider7";8501.0;8/30/14 8:34 AM;32.0;"cluster_2"
153.0;3.0;"Rider7";8636.0;8/3/14 7:53 AM;33.0;"cluster_1"
111.73;1.0;"Rider7";11065.0;7/8/14 9:17 AM;34.0;"cluster_2"
107.64;1.0;"Rider7";6251.0;9/22/14 8:06 AM;35.0;"cluster_2"
112.29;1.0;"Rider7";9577.0;7/3/14 1:39 PM;36.0;"cluster_2"
111.76;1.0;"Rider7";5757.0;6/4/13 2:43 PM;37.0;"cluster_2"
115.34;1.0;"Rider7";4401.0;9/20/13 2:36 PM;38.0;"cluster_2"
132.45;2.0;"Rider7";10439.0;6/25/13 9:16 AM;39.0;"cluster_0"
115.18;1.0;"Rider7";339058.0;10/10/14 1:05 PM;40.0;"cluster_2"
123.5;2.0;"Rider7";10281.0;4/18/14 9:09 AM;41.0;"cluster_0"
124.25;2.0;"Rider7";14239.0;2/26/14 9:23 AM;42.0;"cluster_0"
136.96;2.0;"Rider7";10582.0;3/6/14 9:35 AM;43.0;"cluster_0"
117.29;1.0;"Rider7";3580.0;6/11/14 8:35 AM;44.0;"cluster_2"
117.03;1.0;"Rider7";8689.0;9/9/14 7:50 AM;45.0;"cluster_2"
108.78;1.0;"Rider7";3100.0;5/8/13 2:50 PM;46.0;"cluster_2"
106.42;1.0;"Rider7";10545.0;7/22/14 10:34 AM;47.0;"cluster_2"
122.82;2.0;"Rider7";11153.0;3/5/13 10:26 AM;48.0;"cluster_0"
101.41;1.0;"Rider7";9512.0;6/16/14 7:47 AM;49.0;"cluster_2"
117.53;1.0;"Rider7";6579.0;4/19/14 8:11 AM;50.0;"cluster_2"
110.82;1.0;"Rider7";15371.0;2/27/13 10:38 AM;51.0;"cluster_2"
133.7;2.0;"Rider7";19266.0;2/17/13 10:00 AM;52.0;"cluster_0"
115.51;1.0;"Rider7";6999.0;8/18/14 5:06 AM;53.0;"cluster_2"
113.32;1.0;"Rider7";9137.0;6/8/14 7:57 AM;54.0;"cluster_2"
105.59;1.0;"Rider7";7508.0;10/4/14 12:59 PM;55.0;"cluster_2"
107.7;1.0;"Rider7";2646.0;7/9/14 12:50 PM;56.0;"cluster_2"
117.68;1.0;"Rider7";9784.0;5/21/13 2:50 PM;57.0;"cluster_2"
147.97;3.0;"Rider7";4597.0;4/1/13 9:22 AM;58.0;"cluster_1"
111.09;1.0;"Rider7";101258.0;10/3/14 8:51 AM;59.0;"cluster_2"
124.19;2.0;"Rider7";9009.0;4/18/13 1:58 PM;60.0;"cluster_0"
137.45;2.0;"Rider7";10174.0;8/14/13 6:03 AM;61.0;"cluster_0"
110.74;1.0;"Rider7";7358.0;10/9/14 9:04 AM;62.0;"cluster_2"
110.52;1.0;"Rider7";10321.0;3/22/14 8:45 AM;63.0;"cluster_2"
114.59;1.0;"Rider7";7238.0;10/7/14 8:52 AM;64.0;"cluster_2"
116.13;1.0;"Rider7";9783.0;10/5/13 8:53 AM;65.0;"cluster_2"
125.02;2.0;"Rider7";6867.0;7/14/13 8:00 AM;66.0;"cluster_0"
133.83;2.0;"Rider7";5437.0;3/11/13 1:51 PM;67.0;"cluster_0"
112.23;1.0;"Rider7";5761.0;6/4/14 2:48 PM;68.0;"cluster_2"
119.11;2.0;"Rider7";7206.0;7/13/13 8:19 AM;69.0;"cluster_0"
114.22;1.0;"Rider7";9673.0;10/15/14 9:15 AM;70.0;"cluster_2"
125.62;2.0;"Rider7";7065.0;1/3/13 9:37 AM;71.0;"cluster_0"
125.49;2.0;"Rider7";13102.0;1/22/14 10:16 AM;72.0;"cluster_0"
114.91;1.0;"Rider7";12628.0;6/28/14 8:10 AM;73.0;"cluster_2"
119.74;2.0;"Rider7";9707.0;3/2/14 9:20 AM;74.0;"cluster_0"
144.14;3.0;"Rider7";11258.0;5/31/14 8:47 AM;75.0;"cluster_1"
118.87;2.0;"Rider7";5328.0;10/8/13 2:23 PM;76.0;"cluster_0"
118.13;2.0;"Rider7";9885.0;7/24/12 2:52 PM;77.0;"cluster_0"
92.57;1.0;"Rider7";3784.0;5/2/13 1:54 PM;78.0;"cluster_2"
129.14;2.0;"Rider7";9492.0;2/13/14 10:39 AM;79.0;"cluster_0"
112.61;1.0;"Rider7";10963.0;6/26/14 8:07 AM;80.0;"cluster_2"
119.38;2.0;"Rider7";7471.0;4/11/14 9:50 AM;81.0;"cluster_0"
111.31;1.0;"Rider7";5260.0;8/24/14 7:19 AM;82.0;"cluster_2"
120.44;2.0;"Rider7";8553.0;10/20/13 8:17 AM;83.0;"cluster_0"
113.92;1.0;"Rider7";5838.0;5/18/13 3:31 PM;84.0;"cluster_2"
111.34;1.0;"Rider7";5493.0;9/1/14 1:47 PM;85.0;"cluster_2"
113.93;1.0;"Rider7";8747.0;4/10/14 1:39 PM;86.0;"cluster_2"
113.28;1.0;"Rider7";7292.0;10/22/13 2:13 PM;87.0;"cluster_2"
124.52;2.0;"Rider7";9920.0;4/6/13 8:19 AM;88.0;"cluster_0"
110.51;1.0;"Rider7";7714.0;9/18/13 2:20 PM;89.0;"cluster_2"
120.57;2.0;"Rider7";2186.0;9/1/13 10:23 AM;90.0;"cluster_0"
112.9;1.0;"Rider7";11297.0;5/1/14 12:40 PM;91.0;"cluster_2"
106.15;1.0;"Rider7";6185.0;4/2/14 2:09 PM;92.0;"cluster_2"
116.85;1.0;"Rider7";14058.0;6/29/14 8:29 AM;93.0;"cluster_2"
66.89;1.0;"Rider7";1121.0;8/9/14 10:13 AM;94.0;"cluster_2"
136.26;2.0;"Rider7";5906.0;11/16/13 9:22 AM;95.0;"cluster_0"
119.07;2.0;"Rider7";6063.0;6/11/14 2:53 PM;96.0;"cluster_0"
126.37;2.0;"Rider7";4837.0;1/4/13 11:28 AM;97.0;"cluster_0"
111.8;1.0;"Rider7";5836.0;8/7/12 3:16 PM;98.0;"cluster_2"
114.37;1.0;"Rider7";9681.0;6/18/14 2:34 PM;99.0;"cluster_2"
100.77;1.0;"Rider7";9086.0;5/25/14 8:23 AM;100.0;"cluster_2"
116.16;1.0;"Rider7";11486.0;6/21/14 7:50 AM;101.0;"cluster_2"
124.5;2.0;"Rider7";4516.0;3/13/14 8:39 AM;102.0;"cluster_0"
104.41;1.0;"Rider7";6526.0;7/5/14 8:34 AM;103.0;"cluster_2"
119.52;2.0;"Rider7";9326.0;5/17/14 1:08 PM;104.0;"cluster_0"
123.35;2.0;"Rider7";7190.0;1/10/14 10:10 AM;105.0;"cluster_0"
104.5;1.0;"Rider7";4807.0;5/9/13 2:40 PM;106.0;"cluster_2"
102.3;1.0;"Rider7";5984.0;5/21/14 2:41 PM;107.0;"cluster_2"
136.95;2.0;"Rider7";9408.0;2/7/14 10:47 AM;108.0;"cluster_0"
69.74;1.0;"Rider7";243.0;2/20/14 10:40 AM;109.0;"cluster_2"
106.93;1.0;"Rider7";74044.0;10/8/14 12:29 PM;110.0;"cluster_2"
123.93;2.0;"Rider7";9729.0;1/16/14 9:13 AM;111.0;"cluster_0"
124.94;2.0;"Rider7";5466.0;9/4/13 2:13 PM;112.0;"cluster_0"
116.12;1.0;"Rider7";5317.0;6/5/13 3:13 PM;113.0;"cluster_2"
124.49;2.0;"Rider7";8012.0;1/11/14 9:19 AM;114.0;"cluster_0"
109.34;1.0;"Rider7";9401.0;8/27/14 12:51 PM;115.0;"cluster_2"
114.1;1.0;"Rider7";7525.0;5/14/13 2:14 PM;116.0;"cluster_2"
122.14;2.0;"Rider7";13206.0;4/21/13 7:41 AM;117.0;"cluster_0"
122.42;2.0;"Rider7";11425.0;6/19/14 7:43 AM;118.0;"cluster_0"
126.55;2.0;"Rider7";10003.0;1/23/14 9:32 AM;119.0;"cluster_0"
106.0;1.0;"Rider7";6341.0;8/25/14 8:59 AM;120.0;"cluster_2"
124.19;2.0;"Rider7";9848.0;9/30/14 8:42 AM;121.0;"cluster_0"
131.3;2.0;"Rider7";3592.0;7/30/13 3:06 PM;122.0;"cluster_0"
131.55;2.0;"Rider7";12606.0;5/19/13 7:24 AM;123.0;"cluster_0"
104.4;1.0;"Rider7";86743.0;9/15/14 7:49 AM;124.0;"cluster_2"
126.88;2.0;"Rider7";13464.0;3/23/13 9:11 AM;125.0;"cluster_0"
98.85;1.0;"Rider7";3964.0;9/17/14 8:25 AM;126.0;"cluster_2"
110.71;1.0;"Rider7";7426.0;6/17/14 2:50 PM;127.0;"cluster_2"
74.24;1.0;"Rider7";957.0;7/20/12 7:35 PM;128.0;"cluster_2"
109.92;1.0;"Rider7";6850.0;3/19/14 10:04 AM;129.0;"cluster_2"
107.18;1.0;"Rider7";6967.0;8/8/14 7:59 AM;130.0;"cluster_2"
111.21;1.0;"Rider7";13912.0;10/5/14 7:53 AM;131.0;"cluster_2"
110.58;1.0;"Rider7";8582.0;8/6/14 9:16 AM;132.0;"cluster_2"
116.95;1.0;"Rider7";8503.0;5/27/14 8:53 AM;133.0;"cluster_2"
125.97;2.0;"Rider7";8832.0;8/31/13 7:47 AM;134.0;"cluster_0"
113.64;1.0;"Rider7";12705.0;4/27/14 7:35 AM;135.0;"cluster_2"
123.06;2.0;"Rider7";6934.0;7/23/13 2:18 PM;136.0;"cluster_0"
137.58;2.0;"Rider7";8057.0;7/28/13 7:49 AM;137.0;"cluster_0"
109.77;1.0;"Rider7";10285.0;7/16/14 8:22 AM;138.0;"cluster_2"
114.14;1.0;"Rider7";9342.0;4/22/14 10:06 AM;139.0;"cluster_2"
123.58;2.0;"Rider7";13077.0;4/30/14 9:30 AM;140.0;"cluster_0"
156.69;3.0;"Rider7";12784.0;7/28/12 8:11 AM;141.0;"cluster_1"
110.94;1.0;"Rider7";6078.0;3/30/13 9:20 AM;142.0;"cluster_2"
120.05;2.0;"Rider7";8052.0;5/12/13 8:22 AM;143.0;"cluster_0"
118.77;2.0;"Rider7";5602.0;6/6/14 2:14 PM;144.0;"cluster_0"
114.85;1.0;"Rider7";9028.0;5/20/14 8:58 AM;145.0;"cluster_2"
120.72;2.0;"Rider7";6053.0;6/10/13 2:13 PM;146.0;"cluster_0"
108.76;1.0;"Rider7";5138.0;7/24/14 8:32 AM;147.0;"cluster_2"
101.65;1.0;"Rider7";3725.0;5/19/14 8:08 AM;148.0;"cluster_2"
114.2;1.0;"Rider7";7928.0;5/27/13 2:50 PM;149.0;"cluster_2"
119.38;2.0;"Rider7";95007.0;8/12/14 4:53 AM;150.0;"cluster_0"
129.57;2.0;"Rider7";9129.0;2/11/15 10:01 AM;151.0;"cluster_0"
118.63;2.0;"Rider7";9491.0;8/5/14 12:41 PM;152.0;"cluster_0"
100.73;1.0;"Rider7";5505.0;7/2/14 1:14 PM;153.0;"cluster_2"
113.42;1.0;"Rider7";11153.0;4/14/13 8:29 AM;154.0;"cluster_2"
110.45;1.0;"Rider7";5652.0;9/12/14 2:30 PM;155.0;"cluster_2"
115.23;1.0;"Rider7";5732.0;2/19/13 10:44 AM;156.0;"cluster_2"
131.13;2.0;"Rider7";4944.0;6/22/13 7:34 AM;157.0;"cluster_0"
121.43;2.0;"Rider7";19040.0;7/17/14 8:12 AM;158.0;"cluster_0"
119.73;2.0;"Rider7";11312.0;5/22/14 7:57 AM;159.0;"cluster_0"
119.6;2.0;"Rider7";9636.0;10/24/14 10:20 AM;160.0;"cluster_0"
108.02;1.0;"Rider7";14576.0;3/1/13 10:31 AM;161.0;"cluster_2"
122.65;2.0;"Rider7";7526.0;6/18/13 3:47 PM;162.0;"cluster_0"
111.81;1.0;"Rider7";14869.0;2/26/13 10:25 AM;163.0;"cluster_2"
105.99;1.0;"Rider7";6850.0;5/21/14 8:47 AM;164.0;"cluster_2"
115.86;1.0;"Rider7";9685.0;9/3/14 8:31 AM;165.0;"cluster_2"
119.77;2.0;"Rider7";6699.0;8/10/12 2:38 PM;166.0;"cluster_0"
111.91;1.0;"Rider7";9534.0;4/17/14 8:37 AM;167.0;"cluster_2"
113.93;1.0;"Rider7";9081.0;2/16/14 9:33 AM;168.0;"cluster_2"
105.43;1.0;"Rider7";9427.0;7/6/14 7:33 AM;169.0;"cluster_2"
152.69;3.0;"Rider7";6645.0;8/12/12 8:07 AM;170.0;"cluster_1"
119.49;2.0;"Rider7";8357.0;8/5/12 8:05 AM;171.0;"cluster_0"
112.9;1.0;"Rider7";9255.0;3/8/14 9:20 AM;172.0;"cluster_2"
116.19;1.0;"Rider7";7683.0;9/29/14 7:55 AM;173.0;"cluster_2"
105.62;1.0;"Rider7";5044.0;3/15/14 8:51 AM;174.0;"cluster_2"
112.2;1.0;"Rider7";12071.0;6/22/14 7:38 AM;175.0;"cluster_2"
103.11;1.0;"Rider7";9177.0;6/23/14 7:41 AM;176.0;"cluster_2"
87.81;1.0;"Rider7";4467.0;8/27/13 3:17 PM;177.0;"cluster_2"
91.32;1.0;"Rider7";5807.0;5/4/13 8:54 AM;178.0;"cluster_2"
107.93;1.0;"Rider7";7748.0;3/19/13 2:24 PM;179.0;"cluster_2"
100.64;1.0;"Rider7";6593.0;9/5/14 8:29 AM;180.0;"cluster_2"
129.46;2.0;"Rider7";6671.0;1/5/13 10:03 AM;181.0;"cluster_0"
122.07;2.0;"Rider7";16872.0;2/27/14 9:54 AM;182.0;"cluster_0"
123.09;2.0;"Rider7";9385.0;4/16/13 2:37 PM;183.0;"cluster_0"
103.79;1.0;"Rider7";2036.0;5/20/14 2:53 PM;184.0;"cluster_2"
115.06;1.0;"Rider7";9769.0;7/1/14 12:28 PM;185.0;"cluster_2"
95.3;1.0;"Rider7";1231.0;6/30/13 8:14 AM;186.0;"cluster_2"
100.42;1.0;"Rider7";11505.0;4/25/13 2:27 PM;187.0;"cluster_2"
114.88;1.0;"Rider7";10727.0;2/23/13 9:55 AM;188.0;"cluster_2"
123.21;2.0;"Rider7";10698.0;4/24/14 8:50 AM;189.0;"cluster_0"
102.49;1.0;"Rider7";5081.0;6/2/14 9:11 AM;190.0;"cluster_2"
109.89;1.0;"Rider7";4769.0;10/10/13 9:29 AM;191.0;"cluster_2"
105.32;1.0;"Rider7";3484.0;6/27/13 4:14 PM;192.0;"cluster_2"
105.51;1.0;"Rider7";8072.0;4/17/13 2:45 PM;193.0;"cluster_2"
121.28;2.0;"Rider7";6973.0;8/4/12 8:08 AM;194.0;"cluster_0"
117.15;1.0;"Rider7";5972.0;9/6/13 2:42 PM;195.0;"cluster_2"
134.62;2.0;"Rider7";17788.0;5/5/13 5:45 AM;196.0;"cluster_0"
120.19;2.0;"Rider7";7228.0;5/28/13 3:03 PM;197.0;"cluster_0"
107.88;1.0;"Rider7";4741.0;4/4/14 8:41 AM;198.0;"cluster_2"
102.44;1.0;"Rider7";1061.0;8/11/12 8:14 AM;199.0;"cluster_2"
112.06;1.0;"Rider7";6695.0;6/5/14 2:37 PM;200.0;"cluster_2"
148.48;3.0;"Rider7";7340.0;3/16/14 9:08 AM;201.0;"cluster_1"
107.78;1.0;"Rider7";5847.0;7/28/14 2:00 PM;202.0;"cluster_2"
117.56;1.0;"Rider7";12808.0;4/28/13 8:02 AM;203.0;"cluster_2"
120.9;2.0;"Rider7";6297.0;3/9/14 8:47 AM;204.0;"cluster_0"
97.65;1.0;"Rider7";7273.0;6/27/14 8:32 AM;205.0;"cluster_2"
127.81;2.0;"Rider7";8496.0;4/16/14 8:43 AM;206.0;"cluster_0"
117.72;1.0;"Rider7";9286.0;9/4/14 8:22 AM;207.0;"cluster_2"
114.7;1.0;"Rider7";8470.0;9/24/14 8:59 AM;208.0;"cluster_2"
94.39;1.0;"Rider7";5326.0;8/14/12 3:18 PM;209.0;"cluster_2"
112.92;1.0;"Rider7";9776.0;10/18/14 7:51 AM;210.0;"cluster_2"
114.18;1.0;"Rider7";88971.0;9/23/14 8:16 AM;211.0;"cluster_2"
112.74;1.0;"Rider7";8464.0;6/24/14 8:29 AM;212.0;"cluster_2"
121.67;2.0;"Rider7";12240.0;9/7/14 7:48 AM;213.0;"cluster_0"
110.57;1.0;"Rider7";4988.0;5/16/14 2:14 PM;214.0;"cluster_2"
124.17;2.0;"Rider7";18562.0;2/24/13 8:14 AM;215.0;"cluster_0"
115.26;1.0;"Rider7";5205.0;9/25/13 2:12 PM;216.0;"cluster_2"
127.13;2.0;"Rider7";6185.0;5/23/14 2:02 PM;217.0;"cluster_0"
125.03;2.0;"Rider7";6881.0;5/15/13 2:16 PM;218.0;"cluster_0"
114.2;1.0;"Rider7";4238.0;5/29/13 3:43 PM;219.0;"cluster_2"
104.71;1.0;"Rider7";4884.0;7/25/14 8:47 AM;220.0;"cluster_2"
123.04;2.0;"Rider7";9371.0;8/8/12 2:48 PM;221.0;"cluster_0"
116.14;1.0;"Rider7";8470.0;5/14/14 8:32 AM;222.0;"cluster_2"
114.32;1.0;"Rider7";9985.0;4/5/14 10:34 AM;223.0;"cluster_2"
115.14;1.0;"Rider7";8259.0;4/23/13 1:47 PM;224.0;"cluster_2"
117.61;1.0;"Rider7";8229.0;4/10/13 1:45 PM;225.0;"cluster_2"
124.51;2.0;"Rider7";8193.0;6/9/13 8:19 AM;226.0;"cluster_0"
115.06;1.0;"Rider7";4698.0;10/17/14 10:23 AM;227.0;"cluster_2"
109.64;1.0;"Rider7";8524.0;8/1/12 3:09 PM;228.0;"cluster_2"
118.25;2.0;"Rider7";9295.0;8/28/14 8:19 AM;229.0;"cluster_0"
108.81;1.0;"Rider7";2113.0;5/30/14 4:04 PM;230.0;"cluster_2"
105.8;1.0;"Rider7";7709.0;4/7/13 8:36 AM;231.0;"cluster_2"
120.63;2.0;"Rider7";4235.0;9/10/14 2:16 PM;232.0;"cluster_0"
85.49;1.0;"Rider7";140.0;4/24/14 8:46 AM;233.0;"cluster_2"
116.22;1.0;"Rider7";5794.0;3/17/14 8:33 AM;234.0;"cluster_2"
109.44;1.0;"Rider7";11102.0;5/15/14 8:57 AM;235.0;"cluster_2"
127.74;2.0;"Rider7";12881.0;2/15/14 9:30 AM;236.0;"cluster_0"
118.54;2.0;"Rider7";8252.0;5/1/13 8:36 AM;237.0;"cluster_0"
108.55;1.0;"Rider7";9136.0;8/2/12 3:13 PM;238.0;"cluster_2"
110.62;1.0;"Rider7";9369.0;9/16/14 9:13 AM;239.0;"cluster_2"
115.18;1.0;"Rider7";7989.0;8/15/12 7:39 AM;240.0;"cluster_2"
105.58;1.0;"Rider7";6700.0;7/13/14 8:13 AM;241.0;"cluster_2"
115.25;1.0;"Rider7";9595.0;4/20/13 8:01 AM;242.0;"cluster_2"
109.41;1.0;"Rider7";5338.0;10/15/13 2:13 PM;243.0;"cluster_2"
115.19;1.0;"Rider7";9047.0;4/9/14 9:03 AM;244.0;"cluster_2"
112.92;1.0;"Rider7";5318.0;9/8/14 8:23 AM;245.0;"cluster_2"
114.09;1.0;"Rider7";3722.0;5/11/14 7:08 AM;246.0;"cluster_2"
108.24;1.0;"Rider7";11478.0;3/29/14 9:12 AM;247.0;"cluster_2"
115.03;1.0;"Rider7";8345.0;3/1/14 9:49 AM;248.0;"cluster_2"
113.29;1.0;"Rider7";11299.0;6/13/14 7:49 AM;249.0;"cluster_2"
115.9;1.0;"Rider7";7279.0;3/14/14 10:17 AM;250.0;"cluster_2"
106.04;1.0;"Rider7";6035.0;7/14/14 8:10 AM;251.0;"cluster_2"
114.66;1.0;"Rider7";9027.0;5/6/14 8:22 AM;252.0;"cluster_2"
118.11;2.0;"Rider7";9162.0;4/9/13 9:26 AM;253.0;"cluster_0"
118.58;2.0;"Rider7";5097.0;3/24/14 10:19 AM;254.0;"cluster_0"
112.74;1.0;"Rider7";21275.0;7/4/14 7:58 AM;255.0;"cluster_2"
127.75;2.0;"Rider7";8453.0;4/11/13 1:38 PM;256.0;"cluster_0"
111.66;1.0;"Rider7";13741.0;5/4/14 8:55 AM;257.0;"cluster_2"
106.1;1.0;"Rider7";2386.0;5/30/14 9:09 AM;258.0;"cluster_2"
116.04;1.0;"Rider7";8590.0;8/22/14 8:30 AM;259.0;"cluster_2"
113.75;1.0;"Rider7";9471.0;5/2/14 7:32 AM;260.0;"cluster_2"
121.08;2.0;"Rider7";5711.0;4/29/13 8:06 AM;261.0;"cluster_0"
118.0;2.0;"Rider7";68696.0;3/4/13 2:11 PM;262.0;"cluster_0"
113.36;1.0;"Rider7";8770.0;8/26/14 8:12 AM;263.0;"cluster_2"
99.28;1.0;"Rider7";3338.0;6/1/14 9:06 AM;264.0;"cluster_2"
114.95;1.0;"Rider7";5194.0;8/1/13 4:34 PM;265.0;"cluster_2"
115.65;1.0;"Rider7";11828.0;3/7/14 10:35 AM;266.0;"cluster_2"
122.61;2.0;"Rider7";8961.0;5/7/14 2:50 PM;267.0;"cluster_0"
108.45;1.0;"Rider7";8545.0;3/25/14 10:10 AM;268.0;"cluster_2"
128.51;2.0;"Rider7";9070.0;3/8/13 10:31 AM;269.0;"cluster_0"
106.98;1.0;"Rider7";7872.0;3/30/14 8:59 AM;270.0;"cluster_2"
108.1;1.0;"Rider7";5009.0;3/31/14 8:51 AM;271.0;"cluster_2"
128.93;2.0;"Rider7";172901.0;8/12/13 5:57 AM;272.0;"cluster_0"
119.34;2.0;"Rider7";16506.0;2/20/13 9:46 AM;273.0;"cluster_0"
116.03;1.0;"Rider7";9882.0;4/1/14 8:30 AM;274.0;"cluster_2"
110.21;1.0;"Rider7";7180.0;8/19/14 5:11 AM;275.0;"cluster_2"
121.88;2.0;"Rider7";8388.0;7/22/12 8:21 AM;276.0;"cluster_0"
123.84;2.0;"Rider7";11890.0;2/20/14 11:06 AM;277.0;"cluster_0"
125.14;2.0;"Rider7";7280.0;6/23/13 8:16 AM;278.0;"cluster_0"
130.11;2.0;"Rider7";5385.0;6/1/13 8:40 AM;279.0;"cluster_0"
121.24;2.0;"Rider7";5998.0;9/3/13 3:23 PM;280.0;"cluster_0"
104.49;1.0;"Rider7";13051.0;3/20/14 10:53 AM;281.0;"cluster_2"
118.83;2.0;"Rider7";7712.0;3/26/14 10:05 AM;282.0;"cluster_0"
109.19;1.0;"Rider7";8418.0;7/25/12 2:51 PM;283.0;"cluster_2"
103.2;1.0;"Rider7";6342.0;7/7/14 8:26 AM;284.0;"cluster_2"
101.71;1.0;"Rider7";10873.0;7/31/12 3:38 PM;285.0;"cluster_2"
120.39;2.0;"Rider7";8677.0;4/4/13 1:32 PM;286.0;"cluster_0"
121.72;2.0;"Rider7";6421.0;3/28/13 2:13 PM;287.0;"cluster_0"
121.34;2.0;"Rider7";5798.0;9/2/13 3:16 PM;288.0;"cluster_0"
119.17;2.0;"Rider7";10331.0;6/20/14 9:02 AM;289.0;"cluster_0"
116.48;1.0;"Rider7";170707.0;9/27/14 8:29 AM;290.0;"cluster_2"
106.02;1.0;"Rider7";8315.0;8/29/14 8:43 AM;291.0;"cluster_2"
108.96;1.0;"Rider7";6990.0;7/20/14 7:10 AM;292.0;"cluster_2"
129.63;2.0;"Rider7";9435.0;3/28/14 9:39 AM;293.0;"cluster_0"
104.26;1.0;"Rider7";11560.0;10/16/14 10:24 AM;294.0;"cluster_2"
118.2;2.0;"Rider7";8845.0;4/27/13 1:48 PM;295.0;"cluster_0"
118.98;2.0;"Rider7";8304.0;2/21/14 10:33 AM;296.0;"cluster_0"
103.73;1.0;"Rider7";4878.0;7/18/14 9:06 AM;297.0;"cluster_2"
120.3;2.0;"Rider7";5138.0;6/9/14 8:01 AM;298.0;"cluster_0"
136.82;2.0;"Rider7";5803.0;7/26/14 8:13 AM;299.0;"cluster_0"
118.87;2.0;"Rider7";7566.0;8/7/14 8:20 AM;300.0;"cluster_0"
128.53;2.0;"Rider7";8942.0;1/6/13 9:35 AM;301.0;"cluster_0"
121.06;2.0;"Rider7";9305.0;2/21/13 9:30 AM;302.0;"cluster_0"
126.25;2.0;"Rider7";21697.0;2/18/13 10:01 AM;303.0;"cluster_0"
118.13;2.0;"Rider7";13550.0;5/24/14 9:07 AM;304.0;"cluster_0"
133.48;2.0;"Rider7";6599.0;8/4/13 7:04 AM;305.0;"cluster_0"
118.28;2.0;"Rider7";4850.0;4/7/14 8:06 AM;306.0;"cluster_0"
122.39;2.0;"Rider7";11686.0;9/14/14 7:44 AM;307.0;"cluster_0"
105.64;1.0;"Rider7";7949.0;2/22/13 9:32 AM;308.0;"cluster_2"
138.23;2.0;"Rider7";6265.0;11/17/13 9:19 AM;309.0;"cluster_0"
115.51;1.0;"Rider7";9727.0;4/8/14 8:04 AM;310.0;"cluster_2"
128.87;2.0;"Rider7";8847.0;8/17/13 5:35 AM;311.0;"cluster_0"
116.8;1.0;"Rider7";9260.0;5/8/14 8:25 AM;312.0;"cluster_2"
113.07;1.0;"Rider7";8387.0;7/23/14 3:31 PM;313.0;"cluster_2"
123.79;2.0;"Rider7";6662.0;5/13/13 12:58 PM;314.0;"cluster_0"
111.87;1.0;"Rider7";8283.0;8/15/14 4:33 AM;315.0;"cluster_2"
109.54;1.0;"Rider7";6595.0;10/21/14 9:51 AM;316.0;"cluster_2"
115.56;1.0;"Rider7";9060.0;7/11/14 7:59 AM;317.0;"cluster_2"
