"avgHeartRate";"intensity";"Rider_id";"duration";"dateOfTraining";"id";"cluster"
99.6;1.0;"Rider4";5980.0;7/4/14 1:13 PM;2656.0;"cluster_2"
120.89;2.0;"Rider4";12131.0;7/4/12 1:52 PM;2657.0;"cluster_0"
124.24;2.0;"Rider4";15496.0;7/24/12 8:22 AM;2658.0;"cluster_0"
139.87;2.0;"Rider4";17411.0;9/7/14 8:14 AM;2659.0;"cluster_0"
109.11;1.0;"Rider4";27135.0;4/11/14 7:48 AM;2660.0;"cluster_2"
147.0;3.0;"Rider4";16205.0;1/31/13 10:43 AM;2661.0;"cluster_1"
132.24;2.0;"Rider4";15824.0;1/16/14 10:21 AM;2662.0;"cluster_0"
136.61;2.0;"Rider4";5854.0;9/19/12 10:35 AM;2663.0;"cluster_0"
118.01;2.0;"Rider4";20747.0;2/9/13 9:46 AM;2664.0;"cluster_0"
138.36;2.0;"Rider4";6624.0;12/5/13 10:56 AM;2665.0;"cluster_0"
116.13;1.0;"Rider4";1935.0;10/4/12 7:04 PM;2666.0;"cluster_2"
130.87;2.0;"Rider4";15487.0;5/24/14 7:52 AM;2667.0;"cluster_0"
140.79;2.0;"Rider4";11899.0;3/12/14 12:14 PM;2668.0;"cluster_0"
123.39;2.0;"Rider4";16511.0;3/23/14 9:07 AM;2669.0;"cluster_0"
137.36;2.0;"Rider4";17991.0;6/8/14 8:18 AM;2670.0;"cluster_0"
126.2;2.0;"Rider4";16080.0;2/21/14 10:17 AM;2671.0;"cluster_0"
131.81;2.0;"Rider4";15648.0;4/19/14 8:04 AM;2672.0;"cluster_0"
141.94;3.0;"Rider4";5996.0;11/11/13 11:57 AM;2673.0;"cluster_1"
128.13;2.0;"Rider4";9072.0;9/12/12 8:21 AM;2674.0;"cluster_0"
143.37;3.0;"Rider4";3349.0;1/16/12 11:25 AM;2675.0;"cluster_1"
137.4;2.0;"Rider4";8530.0;4/23/13 1:33 PM;2676.0;"cluster_0"
120.1;2.0;"Rider4";8998.0;2/21/13 9:30 AM;2677.0;"cluster_0"
140.65;2.0;"Rider4";10399.0;2/22/12 10:27 AM;2678.0;"cluster_0"
140.45;2.0;"Rider4";9815.0;12/9/13 11:16 AM;2679.0;"cluster_0"
108.2;1.0;"Rider4";7177.0;6/24/14 9:58 AM;2680.0;"cluster_2"
127.17;2.0;"Rider4";9703.0;2/7/13 2:24 PM;2681.0;"cluster_0"
116.66;1.0;"Rider4";8358.0;9/10/13 2:33 PM;2682.0;"cluster_2"
130.47;2.0;"Rider4";16304.0;3/26/14 9:37 AM;2683.0;"cluster_0"
147.73;3.0;"Rider4";13151.0;5/15/12 10:56 AM;2684.0;"cluster_1"
126.33;2.0;"Rider4";7181.0;7/11/12 10:32 AM;2685.0;"cluster_0"
131.97;2.0;"Rider4";21328.0;3/22/14 9:11 AM;2686.0;"cluster_0"
129.48;2.0;"Rider4";13827.0;9/9/14 9:38 AM;2687.0;"cluster_0"
112.28;1.0;"Rider4";5940.0;5/30/12 11:44 AM;2688.0;"cluster_2"
