"Rider";"WeekOfYear";"mon_intensity";"mon_duration";"mon_hr";"tue_intensity";"tue_duration";"tue_hr";"wed_intensity";"wed_duration";"wed_hr";"thu_intensity";"thu_duration";"thu_hr";"fri_intensity";"fri_duration";"fri_hr";"sat_intensity";"sat_duration";"sat_hr";"sun_intensity";"sun_duration";"sun_hr"
"Rider3";"52/2012";2.0;4253.0;139.71;2.0;10754.0;132.32;0;0;0;2.0;9079.0;137.93;3.0;6728.0;143.71;2.0;12811.0;123.78;0;0;0
"Rider5";"52/2012";0;0;0;0;0;0;0;0;0;2.0;9514.0;132.09;2.0;5647.0;132.11;0;0;0;0;0;0
"Rider2";"52/2012";2.0;11610.0;127.35;2.0;5096.0;124.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Rider1";"52/2012";0;0;0;0;0;0;0;0;0;2.0;7792.0;138.76;0;0;0;2.0;21537.0;127.73;3.0;3992.0;145.91
"Rider3";"9/2012";2.0;2314.0;124.93;0;0;0;0;0;0;2.0;11068.0;133.86;2.0;7606.0;126.19;2.0;21776.0;119.26;2.0;10543.0;130.45
"Rider1";"9/2012";0;0;0;2.0;7340.0;136.32;0;0;0;0;0;0;0;0;0;2.0;12361.0;134.75;0;0;0
"Rider4";"9/2012";0;0;0;0;0;0;3.0;12171.0;146.51;3.0;12148.0;141.7;2.0;12998.0;133.42;2.0;17959.0;132.29;1.0;11241.0;111.49
"Rider3";"28/2012";0;0;0;2.0;8947.0;125.29;2.0;7337.0;132.26;0;0;0;3.0;248.0;154.7;2.0;15145.0;136.19;2.0;7927.0;129.56
"Rider4";"28/2012";0;0;0;3.0;18001.0;141.57;2.0;7181.0;126.33;0;0;0;1.0;1604.0;114.81;0;0;0;3.0;1454.0;168.41
"Rider3";"8/2012";0;0;0;0;0;0;0;0;0;0;0;0;2.0;81863.0;133.92;2.0;8017.0;130.59;2.0;15173.0;131.99
"Rider5";"8/2012";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;6892.0;138.83;0;0;0
"Rider4";"8/2012";0;0;0;2.0;10119.0;133.21;2.0;10399.0;140.65;2.0;18311.0;135.81;2.0;1736.0;130.66;2.0;14751.0;132.43;2.0;14464.0;140.26
"Rider3";"34/2011";0;0;0;2.0;9783.0;136.67;2.0;12027.0;137.29;0;0;0;0;0;0;2.0;3980.0;139.41;3.0;13092.0;158.5
"Rider5";"34/2011";0;0;0;0;0;0;0;0;0;2.0;5011.0;119.78;2.0;6179.0;123.93;0;0;0;2.0;9987.0;119.25
"Rider4";"34/2011";0;0;0;3.0;12417.0;146.42;3.0;9739.0;142.95;2.0;7567.0;128.35;0;0;0;2.0;2859.0;131.02;3.0;13505.0;164.83
"Rider3";"15/2012";0;0;0;2.0;10265.0;121.37;2.0;9944.0;131.2;0;0;0;0;0;0;2.0;5707.0;130.92;1.0;26487.0;114.95
"Rider4";"15/2012";1.0;4487.0;92.68;2.0;9614.0;134.43;3.0;10672.0;142.25;2.0;12378.0;125.74;1.0;9310.0;79.4;1.0;4756.0;108.75;3.0;9315.0;151.6
"Rider3";"22/2012";0;0;0;0;0;0;0;0;0;2.0;6119.0;127.6;0;0;0;2.0;3502.0;122.92;3.0;6928.0;166.31
"Rider4";"22/2012";0;0;0;2.0;14431.0;138.21;1.0;5940.0;112.28;1.0;3239.0;86.74;0;0;0;3.0;1730.0;152.78;0;0;0
"Rider3";"50/2012";0;0;0;2.0;2543.0;124.69;2.0;7517.0;134.06;0;0;0;0;0;0;2.0;9066.0;122.08;2.0;4484.0;130.63
"Rider3";"16/2012";0;0;0;2.0;51265.0;138.26;2.0;7178.0;134.09;2.0;8642.0;130.46;0;0;0;2.0;92684.0;136.59;2.0;10394.0;139.32
"Rider4";"16/2012";0;0;0;0;0;0;2.0;10415.0;135.52;0;0;0;0;0;0;3.0;6356.0;145.23;2.0;12334.0;133.06
"Rider3";"51/2012";0;0;0;1.0;3514.0;113.45;0;0;0;2.0;6950.0;130.19;0;0;0;2.0;10963.0;127.63;2.0;9835.0;127.02
"Rider5";"51/2012";0;0;0;0;0;0;2.0;7497.0;128.09;0;0;0;0;0;0;2.0;6198.0;140.1;0;0;0
"Rider2";"51/2012";0;0;0;2.0;3866.0;125.95;0;0;0;0;0;0;0;0;0;2.0;18601.0;127.22;0;0;0
"Rider1";"51/2012";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;156069.0;120.56
"Rider3";"47/2013";0;0;0;2.0;2255.0;130.82;0;0;0;0;0;0;0;0;0;3.0;4597.0;143.52;2.0;9895.0;128.57
"Rider4";"47/2013";1.0;12752.0;115.62;2.0;3478.0;137.54;2.0;4353.0;134.75;1.0;8652.0;114.97;0;0;0;2.0;7070.0;140.23;0;0;0
"Rider3";"21/2012";0;0;0;2.0;6112.0;128.93;2.0;12346.0;124.67;2.0;6280.0;128.94;0;0;0;2.0;3121.0;131.27;3.0;6738.0;171.42
"Rider2";"21/2012";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;10478.0;122.72;0;0;0
"Rider4";"21/2012";0;0;0;0;0;0;0;0;0;2.0;9019.0;120.54;1.0;6487.0;77.42;0;0;0;0;0;0
"Rider3";"5/2015";2.0;3297.0;138.3;0;0;0;0;0;0;0;0;0;0;0;0;2.0;9390.0;138.18;3.0;4117.0;145.99
"Rider5";"5/2015";0;0;0;2.0;4589.0;122.88;1.0;5447.0;116.96;0;0;0;0;0;0;1.0;5061.0;103.26;2.0;5449.0;123.22
"Rider2";"5/2015";1.0;6382.0;97.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Rider1";"5/2015";2.0;7345.0;138.53;3.0;7547.0;162.37;0;0;0;3.0;9144.0;152.32;0;0;0;2.0;11842.0;138.54;2.0;2996.0;141.15
"Rider4";"5/2015";0;0;0;3.0;2536.0;150.66;2.0;9335.0;134.09;0;0;0;0;0;0;0;0;0;0;0;0
"Rider3";"4/2013";1.0;7252.0;111.07;0;0;0;0;0;0;0;0;0;2.0;14571.0;119.27;2.0;15542.0;132.45;2.0;15373.0;128.13
"Rider5";"4/2013";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;13206.0;141.0;2.0;15145.0;139.44
"Rider1";"4/2013";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;15646.0;130.41
"Rider4";"4/2013";0;0;0;0;0;0;1.0;11627.0;108.97;2.0;13244.0;138.59;1.0;14653.0;108.36;2.0;15444.0;123.89;2.0;15441.0;121.49
"Rider3";"20/2012";2.0;9058.0;138.06;2.0;5217.0;134.69;0;0;0;2.0;6881.0;132.34;2.0;6731.0;131.38;2.0;8078.0;138.15;2.0;14879.0;129.56
"Rider2";"20/2012";0;0;0;2.0;8693.0;137.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Rider4";"20/2012";0;0;0;3.0;13151.0;147.73;0;0;0;1.0;1363.0;98.78;0;0;0;1.0;82774.0;75.93;1.0;10453.0;112.57
"Rider3";"32/2013";0;0;0;2.0;10523.0;132.56;2.0;9320.0;132.13;2.0;34053.0;128.99;2.0;8010.0;130.63;0;0;0;0;0;0
"Rider5";"32/2013";0;0;0;0;0;0;0;0;0;0;0;0;1.0;6633.0;102.06;0;0;0;0;0;0
"Rider1";"32/2013";0;0;0;0;0;0;0;0;0;1.0;4854.0;98.48;1.0;2304.0;116.89;3.0;7374.0;147.67;0;0;0
"Rider3";"44/2012";1.0;4987.0;116.78;2.0;4881.0;126.13;2.0;716.0;133.51;3.0;3244.0;145.67;3.0;3902.0;143.68;0;0;0;2.0;6635.0;132.15
"Rider2";"44/2012";1.0;5846.0;95.45;1.0;3807.0;112.99;2.0;8130.0;128.46;0;0;0;0;0;0;2.0;6001.0;130.02;2.0;9106.0;122.3
"Rider1";"44/2012";0;0;0;0;0;0;3.0;11380.0;150.88;0;0;0;0;0;0;0;0;0;0;0;0
"Rider3";"35/2011";0;0;0;2.0;7161.0;118.15;3.0;9556.0;145.81;0;0;0;0;0;0;0;0;0;0;0;0
"Rider5";"35/2011";0;0;0;0;0;0;0;0;0;1.0;5485.0;90.73;0;0;0;0;0;0;0;0;0
"Rider4";"35/2011";1.0;8691.0;108.17;2.0;18230.0;125.16;2.0;7159.0;121.19;0;0;0;2.0;6965.0;118.64;3.0;3836.0;180.79;1.0;13683.0;114.83
"Rider3";"7/2012";0;0;0;0;0;0;0;0;0;0;0;0;2.0;9404.0;123.41;2.0;18219.0;137.86;2.0;451645.0;125.46
"Rider4";"7/2012";0;0;0;3.0;2997.0;159.18;3.0;2965.0;162.07;0;0;0;2.0;9253.0;125.6;3.0;12626.0;144.31;2.0;9947.0;130.86
"Rider3";"26/2012";2.0;10859.0;132.78;2.0;8341.0;136.72;2.0;7834.0;128.41;2.0;12689.0;127.44;0;0;0;0;0;0;3.0;23058.0;142.39
"Rider4";"26/2012";1.0;2450.0;94.9;2.0;19874.0;136.84;0;0;0;2.0;13871.0;123.96;0;0;0;2.0;10845.0;131.84;0;0;0
"Rider3";"24/2012";2.0;7335.0;131.36;0;0;0;0;0;0;2.0;7429.0;134.23;2.0;6039.0;138.67;2.0;13167.0;132.95;2.0;13680.0;128.02
"Rider4";"24/2012";0;0;0;2.0;6094.0;130.38;2.0;12132.0;134.69;1.0;5886.0;108.63;1.0;4580.0;103.12;0;0;0;2.0;6619.0;118.46
"Rider3";"3/2013";0;0;0;0;0;0;0;0;0;1.0;3516.0;6.49;0;0;0;2.0;8835.0;129.9;1.0;9915.0;106.27
"Rider4";"3/2013";0;0;0;1.0;110.0;89.0;1.0;216.0;90.63;1.0;2457.0;97.85;2.0;2704.0;118.53;0;0;0;0;0;0
"Rider3";"36/2011";2.0;5858.0;132.15;2.0;11076.0;136.74;0;0;0;2.0;6299.0;140.96;0;0;0;0;0;0;2.0;11507.0;134.88
"Rider5";"36/2011";0;0;0;0;0;0;0;0;0;2.0;8426.0;119.67;0;0;0;2.0;8744.0;133.17;2.0;9295.0;132.21
"Rider4";"36/2011";2.0;6756.0;119.82;2.0;6817.0;138.34;2.0;12215.0;128.71;0;0;0;0;0;0;0;0;0;0;0;0
"Rider3";"35/2012";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;163587.0;64.91;0;0;0
"Rider2";"35/2012";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;9999.0;155.74;1.0;2.0;106.5
"Rider4";"35/2012";1.0;6904.0;76.38;1.0;19414.0;110.09;2.0;10925.0;131.48;2.0;6758.0;126.42;0;0;0;0;0;0;0;0;0
"Rider3";"6/2013";0;0;0;0;0;0;0;0;0;2.0;9814.0;131.67;2.0;16670.0;131.25;2.0;20757.0;121.81;2.0;13311.0;129.89
"Rider5";"6/2013";0;0;0;0;0;0;0;0;0;2.0;13439.0;129.23;0;0;0;2.0;7729.0;133.23;0;0;0
"Rider2";"6/2013";2.0;6075.0;131.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Rider1";"6/2013";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;12328.0;133.66;2.0;12893.0;135.03
"Rider4";"6/2013";1.0;14896.0;116.86;2.0;12114.0;120.25;0;0;0;2.0;9703.0;127.17;2.0;15864.0;137.57;2.0;20747.0;118.01;2.0;11974.0;139.37
"Rider3";"42/2012";0;0;0;0;0;0;0;0;0;2.0;760.0;126.34;1.0;4111.0;115.41;0;0;0;3.0;2822.0;171.99
"Rider2";"42/2012";0;0;0;0;0;0;0;0;0;1.0;6266.0;109.87;2.0;6259.0;118.37;2.0;3704.0;118.51;2.0;3386.0;119.8
"Rider4";"42/2012";1.0;7867.0;114.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Rider3";"40/2011";0;0;0;2.0;4331.0;130.79;2.0;253149.0;124.07;0;0;0;0;0;0;0;0;0;0;0;0
"Rider4";"40/2011";1.0;3721.0;116.89;3.0;5071.0;143.49;0;0;0;2.0;8916.0;118.59;0;0;0;2.0;7574.0;121.06;2.0;8165.0;127.49
"Rider3";"46/2012";0;0;0;0;0;0;2.0;7974.0;136.24;0;0;0;0;0;0;0;0;0;0;0;0
"Rider5";"46/2012";0;0;0;0;0;0;0;0;0;0;0;0;2.0;4287.0;131.81;0;0;0;0;0;0
"Rider2";"46/2012";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;7213.0;128.13;2.0;6582.0;119.31
"Rider3";"3/2012";2.0;9194.0;124.45;0;0;0;0;0;0;0;0;0;0;0;0;2.0;86803.0;129.25;2.0;10708.0;130.82
"Rider4";"3/2012";3.0;3349.0;143.37;3.0;7091.0;149.41;3.0;10915.0;143.37;2.0;7906.0;134.72;0;0;0;3.0;10860.0;151.4;2.0;6134.0;131.51
"Rider3";"2/2015";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;10926.0;141.7;3.0;3978.0;146.3
"Rider5";"2/2015";0;0;0;0;0;0;2.0;4516.0;122.76;2.0;6328.0;124.77;0;0;0;0;0;0;0;0;0
"Rider1";"2/2015";2.0;3738.0;131.66;3.0;7939.0;147.02;2.0;4166.0;133.12;2.0;1432.0;138.37;3.0;10464.0;146.02;2.0;11128.0;138.96;2.0;8173.0;134.55
"Rider4";"2/2015";2.0;341359.0;135.03;0;0;0;0;0;0;0;0;0;0;0;0;3.0;15555.0;141.34;2.0;3442.0;128.8
"Rider3";"4/2012";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;8791.0;134.44;0;0;0
"Rider4";"4/2012";3.0;9662.0;142.69;3.0;4633.0;143.87;3.0;9490.0;143.9;1.0;3737.0;113.56;2.0;3598.0;136.94;3.0;16461.0;142.53;3.0;5062.0;149.47
"Rider3";"48/2013";0;0;0;2.0;2615.0;137.97;2.0;7719.0;132.64;0;0;0;2.0;7085.0;130.69;0;0;0;2.0;8981.0;126.28
"Rider5";"48/2013";0;0;0;0;0;0;0;0;0;2.0;4850.0;137.02;2.0;6369.0;133.15;0;0;0;0;0;0
"Rider2";"48/2013";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;4140.0;125.37;2.0;7245.0;129.21
"Rider4";"48/2013";3.0;5896.0;151.11;3.0;7760.0;148.88;2.0;7760.0;129.03;3.0;8014.0;152.73;0;0;0;0;0;0;1.0;8309.0;116.06
"Rider3";"47/2012";0;0;0;2.0;4559.0;137.27;2.0;5256.0;127.39;2.0;9526.0;123.39;0;0;0;0;0;0;0;0;0
"Rider5";"47/2012";0;0;0;2.0;4708.0;137.27;0;0;0;2.0;5066.0;134.63;0;0;0;0;0;0;0;0;0
"Rider2";"47/2012";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;10566.0;131.64;1.0;9272.0;113.22
"Rider1";"47/2012";0;0;0;2.0;5101.0;138.28;2.0;6487.0;126.19;2.0;7385.0;135.41;2.0;5661.0;131.92;2.0;13747.0;121.05;2.0;15421.0;124.43
"Rider3";"12/2012";0;0;0;2.0;10740.0;126.18;3.0;8852.0;143.63;1.0;4704.0;101.15;0;0;0;0;0;0;2.0;13355.0;135.38
"Rider4";"12/2012";0;0;0;2.0;12986.0;124.62;2.0;8905.0;141.03;1.0;12142.0;116.44;0;0;0;2.0;16516.0;133.19;2.0;18299.0;126.5
"Rider3";"14/2012";2.0;11522.0;126.0;0;0;0;2.0;8053.0;133.16;2.0;7051.0;127.5;0;0;0;2.0;10893.0;130.94;2.0;9636.0;135.36
"Rider4";"14/2012";2.0;6756.0;118.97;2.0;3678.0;122.49;3.0;9786.0;144.49;0;0;0;0;0;0;2.0;4893.0;122.54;2.0;11287.0;126.85
"Rider3";"45/2014";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;3550.0;144.82
"Rider5";"45/2014";0;0;0;2.0;3641.0;129.97;0;0;0;0;0;0;0;0;0;2.0;3806.0;135.08;0;0;0
"Rider3";"37/2012";2.0;85659.0;135.6;2.0;175244.0;125.78;0;0;0;1.0;99356.0;105.26;0;0;0;2.0;80706.0;119.13;3.0;194243.0;148.68
"Rider2";"37/2012";2.0;5077.0;121.08;2.0;9057.0;128.79;0;0;0;0;0;0;0;0;0;0;0;0;2.0;22961.0;118.95
"Rider4";"37/2012";2.0;4535.0;139.86;0;0;0;2.0;9072.0;128.13;0;0;0;2.0;2935.0;126.59;0;0;0;0;0;0
"Rider3";"29/2011";0;0;0;2.0;5153.0;130.35;0;0;0;0;0;0;0;0;0;2.0;13280.0;129.12;0;0;0
"Rider5";"29/2011";0;0;0;2.0;9478.0;139.87;0;0;0;0;0;0;0;0;0;2.0;5490.0;127.34;0;0;0
"Rider3";"5/2013";0;0;0;0;0;0;2.0;7065.0;124.18;1.0;3070.0;110.12;0;0;0;0;0;0;2.0;3885.0;135.82
"Rider5";"5/2013";0;0;0;2.0;9209.0;136.39;2.0;8203.0;131.87;2.0;12399.0;132.33;2.0;4561.0;128.57;0;0;0;0;0;0
"Rider2";"5/2013";0;0;0;0;0;0;2.0;3384.0;126.56;2.0;3085.0;133.67;0;0;0;0;0;0;2.0;5966.0;138.11
"Rider1";"5/2013";0;0;0;0;0;0;0;0;0;2.0;15473.0;133.99;0;0;0;0;0;0;3.0;15454.0;151.6
"Rider4";"5/2013";0;0;0;0;0;0;0;0;0;3.0;16205.0;147.0;2.0;7202.0;126.74;0;0;0;0;0;0
"Rider3";"45/2013";0;0;0;0;0;0;0;0;0;1.0;3791977.0;71.11;0;0;0;0;0;0;0;0;0
"Rider2";"45/2013";0;0;0;0;0;0;2.0;3105.0;124.47;0;0;0;0;0;0;0;0;0;0;0;0
"Rider4";"45/2013";0;0;0;0;0;0;2.0;8352.0;119.89;2.0;26129.0;127.46;1.0;7546.0;110.43;0;0;0;1.0;6161.0;98.62
"Rider3";"49/2013";2.0;3893.0;125.64;0;0;0;1.0;3558.0;114.91;2.0;9377.0;130.64;0;0;0;0;0;0;0;0;0
"Rider5";"49/2013";0;0;0;2.0;4220.0;131.52;2.0;5628.0;128.83;2.0;4023.0;135.15;2.0;6004.0;130.56;0;0;0;0;0;0
"Rider2";"49/2013";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;3625059.0;135.33;0;0;0
"Rider4";"49/2013";1.0;15937.0;116.42;2.0;12453.0;122.67;2.0;12216.0;133.99;2.0;6624.0;138.36;2.0;11362.0;129.99;2.0;1839.0;125.1;0;0;0
"Rider3";"45/2012";0;0;0;0;0;0;0;0;0;3.0;7457.0;153.21;0;0;0;0;0;0;3.0;1998.0;168.57
"Rider5";"45/2012";0;0;0;0;0;0;0;0;0;0;0;0;2.0;5127.0;137.66;0;0;0;0;0;0
"Rider1";"45/2012";0;0;0;0;0;0;0;0;0;0;0;0;3.0;10478.0;152.55;2.0;18795.0;128.23;2.0;8759.0;130.77
"Rider3";"44/2014";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;3038.0;146.2;0;0;0
"Rider5";"44/2014";0;0;0;2.0;6797.0;137.78;0;0;0;2.0;4794.0;128.19;0;0;0;0;0;0;2.0;8434.0;132.87
"Rider2";"44/2014";0;0;0;0;0;0;0;0;0;0;0;0;2.0;6144.0;120.34;2.0;4677.0;130.53;1.0;5932.0;112.84
"Rider3";"5/2014";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;2298.0;131.38;0;0;0
"Rider5";"5/2014";0;0;0;0;0;0;0;0;0;2.0;4107.0;120.52;0;0;0;0;0;0;0;0;0
"Rider2";"5/2014";0;0;0;2.0;6723.0;126.97;0;0;0;0;0;0;0;0;0;2.0;10229.0;130.75;0;0;0
"Rider4";"5/2014";0;0;0;3.0;7672.0;143.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Rider3";"1/2012";2.0;11175.0;132.59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Rider5";"1/2012";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;10539.0;132.43;0;0;0
"Rider1";"1/2012";1.0;8079.0;116.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Rider3";"38/2012";0;0;0;2.0;93674.0;140.69;0;0;0;2.0;7938.0;132.98;0;0;0;0;0;0;3.0;97715.0;145.43
"Rider5";"38/2012";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;1570.0;146.38;0;0;0
"Rider2";"38/2012";0;0;0;1.0;7861.0;98.56;2.0;2923.0;119.95;2.0;7569.0;129.33;1.0;2292.0;100.1;3.0;4107.0;156.44;0;0;0
"Rider4";"38/2012";0;0;0;2.0;11563.0;126.73;2.0;5854.0;136.61;0;0;0;0;0;0;0;0;0;0;0;0
"Rider3";"18/2012";0;0;0;2.0;6488.0;139.36;1.0;9362.0;117.48;0;0;0;0;0;0;0;0;0;0;0;0
"Rider2";"18/2012";0;0;0;0;0;0;2.0;14114.0;123.81;0;0;0;0;0;0;0;0;0;0;0;0
"Rider4";"18/2012";2.0;12324.0;125.84;1.0;15486.0;104.4;1.0;11625.0;111.42;0;0;0;3.0;4561.0;172.02;0;0;0;0;0;0
"Rider3";"5/2012";2.0;7633.0;134.56;0;0;0;2.0;4914.0;133.1;0;0;0;0;0;0;0;0;0;0;0;0
"Rider4";"5/2012";0;0;0;3.0;3471.0;142.84;3.0;3159.0;145.5;3.0;3007.0;158.79;0;0;0;2.0;844.0;130.84;2.0;4568.0;134.31
"Rider3";"2/2012";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;14313.0;101.26;0;0;0
"Rider4";"2/2012";3.0;4252.0;150.16;0;0;0;2.0;3971.0;134.2;0;0;0;0;0;0;0;0;0;0;0;0
"Rider3";"51/2013";2.0;3947.0;124.11;0;0;0;0;0;0;0;0;0;0;0;0;2.0;9103.0;129.35;2.0;8328.0;136.85
"Rider5";"51/2013";0;0;0;0;0;0;0;0;0;1.0;3792.0;111.66;0;0;0;0;0;0;0;0;0
"Rider4";"51/2013";3.0;12218.0;151.0;2.0;9220.0;135.17;2.0;10436.0;130.92;2.0;11949.0;119.51;1.0;13234.0;115.81;0;0;0;2.0;16023.0;134.65
"Rider3";"48/2012";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;10131.0;133.02;0;0;0
"Rider5";"48/2012";0;0;0;2.0;3703.0;136.63;0;0;0;0;0;0;0;0;0;2.0;6879.0;140.79;0;0;0
"Rider2";"48/2012";0;0;0;2.0;4951.0;127.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Rider1";"48/2012";0;0;0;2.0;5483.0;139.71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Rider3";"50/2011";0;0;0;3.0;7874.0;160.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Rider5";"38/2010";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;11209.0;158.4
"Rider5";"22/2009";0;0;0;2.0;5560.0;125.73;0;0;0;2.0;7003.0;128.51;2.0;7397.0;134.43;2.0;6530.0;121.5;3.0;1616.0;141.31
"Rider5";"17/2009";0;0;0;0;0;0;1.0;27425.0;108.63;0;0;0;0;0;0;2.0;7468.0;134.69;0;0;0
"Rider5";"24/2009";0;0;0;1.0;7496.0;115.12;2.0;4717.0;133.17;0;0;0;2.0;7645.0;118.56;0;0;0;3.0;5561.0;172.25
"Rider5";"27/2009";0;0;0;0;0;0;2.0;3676.0;120.4;0;0;0;1.0;5532.0;117.84;0;0;0;0;0;0
"Rider5";"22/2011";1.0;23583.0;99.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;11509.0;129.13
"Rider5";"46/2014";0;0;0;2.0;4506.0;129.18;0;0;0;0;0;0;2.0;5571.0;126.08;2.0;5613.0;126.78;3.0;5002.0;167.17
"Rider5";"38/2009";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;1534.0;103.13
"Rider5";"36/2009";0;0;0;2.0;6972.0;118.41;2.0;6170.0;125.52;0;0;0;1.0;4172.0;117.62;3.0;8929.0;163.66;0;0;0
"Rider5";"33/2010";0;0;0;2.0;8851.0;131.24;0;0;0;2.0;5965.0;123.91;0;0;0;0;0;0;3.0;17065.0;155.98
"Rider5";"8/2011";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;2329.0;164.21
"Rider1";"8/2011";0;0;0;0;0;0;2.0;20418.0;136.63;0;0;0;0;0;0;0;0;0;0;0;0
"Rider5";"18/2011";1.0;5112.0;109.33;2.0;3692.0;138.04;1.0;6799.0;114.53;1.0;7555.0;114.36;0;0;0;0;0;0;0;0;0
"Rider5";"3/2011";0;0;0;2.0;11961.0;127.01;0;0;0;0;0;0;0;0;0;0;0;0;2.0;12901.0;131.51
"Rider5";"19/2011";0;0;0;2.0;8223.0;133.38;1.0;7634.0;117.12;3.0;4599.0;144.65;0;0;0;0;0;0;0;0;0
"Rider5";"25/2009";0;0;0;0;0;0;1.0;6257.0;112.09;2.0;8803.0;127.49;0;0;0;2.0;4356.0;125.19;0;0;0
"Rider5";"23/2009";0;0;0;1.0;9887.0;105.11;0;0;0;0;0;0;0;0;0;2.0;4999.0;123.59;3.0;11305.0;162.95
"Rider5";"1/2011";0;0;0;0;0;0;0;0;0;2.0;14358.0;133.26;2.0;13811.0;124.89;0;0;0;3.0;23817.0;146.91
"Rider5";"11/2009";0;0;0;2.0;8334.0;132.71;0;0;0;1.0;5807.0;115.75;0;0;0;0;0;0;0;0;0
"Rider5";"8/2009";2.0;8154.0;128.95;2.0;8574.0;136.27;0;0;0;2.0;5929.0;126.54;2.0;11093.0;127.43;0;0;0;0;0;0
"Rider5";"13/2011";0;0;0;0;0;0;0;0;0;0;0;0;2.0;14295.0;122.97;0;0;0;2.0;9060.0;121.07
"Rider5";"50/2014";0;0;0;2.0;4579.0;131.34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Rider2";"50/2014";1.0;90667.0;105.74;1.0;82218.0;108.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Rider5";"14/2011";0;0;0;1.0;4079.0;100.91;0;0;0;1.0;7648.0;114.77;0;0;0;2.0;5889.0;124.98;3.0;3874.0;169.27
"Rider5";"12/2009";0;0;0;0;0;0;2.0;8071.0;130.0;0;0;0;0;0;0;0;0;0;0;0;0
"Rider5";"10/2011";2.0;9379.0;122.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Rider5";"41/2009";0;0;0;0;0;0;0;0;0;0;0;0;1.0;439612.0;111.0;0;0;0;0;0;0
"Rider5";"23/2011";0;0;0;2.0;4025.0;125.17;1.0;5259.0;116.12;0;0;0;2.0;4877.0;127.28;0;0;0;0;0;0
"Rider5";"38/2011";0;0;0;2.0;6333.0;134.03;0;0;0;1.0;7646.0;116.19;0;0;0;0;0;0;0;0;0
"Rider1";"38/2011";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;2120.0;170.68
"Rider4";"38/2011";0;0;0;0;0;0;0;0;0;0;0;0;2.0;5880.0;122.31;1.0;16089.0;93.2;0;0;0
"Rider5";"16/2009";3.0;6425.0;171.39;0;0;0;0;0;0;0;0;0;0;0;0;2.0;9103.0;129.77;2.0;1978.0;135.15
"Rider5";"4/2011";0;0;0;0;0;0;2.0;8919.0;129.47;0;0;0;0;0;0;0;0;0;0;0;0
"Rider5";"24/2011";0;0;0;0;0;0;2.0;6513.0;122.89;0;0;0;2.0;3948.0;133.48;0;0;0;0;0;0
"Rider5";"33/2009";0;0;0;0;0;0;2.0;10363.0;119.27;2.0;13502.0;129.2;0;0;0;0;0;0;0;0;0
"Rider5";"46/2009";0;0;0;0;0;0;2.0;8646.0;125.93;0;0;0;0;0;0;0;0;0;0;0;0
